~~~~~~~~~~~~~~~
Text File : itemname_jpn_kanji.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	なし
MONSNAME_863	ニャイキング
MONSNAME_864	サニゴーン
MONSNAME_865	ネギガナイト
MONSNAME_866	バリコオル
MONSNAME_867	デスバーン
MONSNAME_868	マホミル
MONSNAME_869	マホイップ
MONSNAME_870	タイレーツ
MONSNAME_871	バチンウニ
MONSNAME_872	ユキハミ
MONSNAME_873	モスノウ
MONSNAME_874	イシヘンジン
MONSNAME_875	コオリッポ
MONSNAME_876	イエッサン
MONSNAME_877	モルペコ
MONSNAME_878	ゾウドウ
MONSNAME_879	ダイオウドウ
MONSNAME_880	パッチラゴン
MONSNAME_881	パッチルドン
MONSNAME_882	ウオノラゴン
MONSNAME_883	ウオチルドン
MONSNAME_884	ジュラルドン
MONSNAME_885	ドラメシヤ
MONSNAME_886	ドロンチ
MONSNAME_887	ドラパルト
MONSNAME_888	ザシアン
MONSNAME_889	ザマゼンタ
MONSNAME_890	ムゲンダイナ
MONSNAME_891	ダクマ
MONSNAME_892	ウーラオス
MONSNAME_893	ザルード
MONSNAME_894	レジエレキ
MONSNAME_895	レジドラゴ
MONSNAME_896	ブリザポス
MONSNAME_897	レイスポス
MONSNAME_898	バドレックス

~~~~~~~~~~~~~~~
Text File : place_name_spe_jpn_kanji.msbt
~~~~~~~~~~~~~~~
MAPNAME_KANTO	カントー地方
MAPNAME_ZYOTO	ジョウト地方
MAPNAME_HOUEN	ホウエン地方
MAPNAME_SINOH	シンオウ地方
MAPNAME_TOOKUHANARETATOTI	遠く離れた土地
MAPNAME_IISHU	イッシュ地方
MAPNAME_KAROSU	カロス地方
MAPNAME_HOLOHOLO	Pokémon GO
MAPNAME_VCKANTOH	カントー地方
MAPNAME_AROORA	アローラ地方
MAPNAME_VCZYOTO	ジョウト地方
MAPNAME_LETSGO	カントー地方
MAPNAME_GARARU	ガラル地方
MAPNAME_HOME	Pokémon HOME

~~~~~~~~~~~~~~~
Text File : ribbon_jpn_kanji.msbt
~~~~~~~~~~~~~~~
mes_ribbon_name_001	カロス　チャンプリボン
mes_ribbon_name_002	チャンプリボン
mes_ribbon_name_003	シンオウ　チャンプリボン
mes_ribbon_name_004	なかよしリボン
mes_ribbon_name_005	しゅぎょうリボン
mes_ribbon_name_006	グレートバトルリボン
mes_ribbon_name_007	マスターバトルリボン
mes_ribbon_name_008	がんばリボン
mes_ribbon_name_009	しゃっきリボン
mes_ribbon_name_010	どっきリボン
mes_ribbon_name_011	しょんぼリボン
mes_ribbon_name_012	うっかリボン
mes_ribbon_name_013	すっきリボン
mes_ribbon_name_014	ぐっすリボン
mes_ribbon_name_015	にっこリボン
mes_ribbon_name_016	ゴージャスリボン
mes_ribbon_name_017	ロイヤルリボン
mes_ribbon_name_018	ゴージャスロイヤルリボン
mes_ribbon_name_019	ブロマイドリボン
mes_ribbon_name_020	あしあとリボン
mes_ribbon_name_021	レコードリボン
mes_ribbon_name_022	レジェンドリボン
mes_ribbon_name_023	カントリーリボン
mes_ribbon_name_024	ナショナルリボン
mes_ribbon_name_025	アースリボン
mes_ribbon_name_026	ワールドリボン
mes_ribbon_name_027	クラシックリボン
mes_ribbon_name_028	プレミアリボン
mes_ribbon_name_029	イベントリボン
mes_ribbon_name_030	バースデーリボン
mes_ribbon_name_031	スペシャルリボン
mes_ribbon_name_032	メモリアルリボン
mes_ribbon_name_033	ウィッシュリボン
mes_ribbon_name_034	バトルチャンプリボン
mes_ribbon_name_035	エリアチャンプリボン
mes_ribbon_name_036	ナショナルチャンプリボン
mes_ribbon_name_037	ワールドチャンプリボン
mes_ribbon_name_038	おもいでコンテストリボン
mes_ribbon_name_039	おもいでバトルリボン
mes_ribbon_name_040	ホウエン　チャンプリボン
mes_ribbon_name_041	コンテストスターリボン
mes_ribbon_name_042	かっこよさマスターリボン
mes_ribbon_name_043	うつくしさマスターリボン
mes_ribbon_name_044	かわいさマスターリボン
mes_ribbon_name_045	かしこさマスターリボン
mes_ribbon_name_046	たくましさマスターリボン
mes_ribbon_name_047	アローラ　チャンプリボン
mes_ribbon_name_048	ロイヤルマスターリボン
mes_ribbon_name_049	グレートツリーリボン
mes_ribbon_name_050	マスターツリーリボン
mes_ribbon_info_001	カロスで　チャンピオンに　勝利し 殿堂入りした　記念リボン
mes_ribbon_info_002	昔　どこかの　リーグで　勝ち抜き 殿堂入りした　記念リボン
mes_ribbon_info_003	シンオウで　チャンピオンに　勝利し 殿堂入りした　記念リボン
mes_ribbon_info_004	深い　絆で　結ばれた ポケモンに　贈られる　リボン
mes_ribbon_info_005	過酷な　試練を　乗り越えた ポケモンに　贈られる　リボン
mes_ribbon_info_006	厳しい　戦いを　勝ち抜いた ポケモンに　贈られる　リボン
mes_ribbon_info_007	戦いを　極めた　つわものの ポケモンに　贈られる　リボン
mes_ribbon_info_008	たくさん　努力している ポケモンに　贈られる　リボン
mes_ribbon_info_009	しゃっきりする　できごとを　思い出して 人生の　エネルギーとなる　リボン
mes_ribbon_info_010	どきどきした　事柄を　思い出して 人生を　わくわくさせてくれる　リボン
mes_ribbon_info_011	しょんぼりした　気持ちを　思い出して 人生の　スパイスとなる　リボン
mes_ribbon_info_012	うっかりした　失敗を　思い出して 人生の　エッセンスとなる　リボン
mes_ribbon_info_013	すっきりした　経験を　思い出して 人生を　リフレッシュさせる　リボン
mes_ribbon_info_014	ぐっすり　眠ったことを　思い出して 人生の　安らぎとなる　リボン
mes_ribbon_info_015	にっこり　ほほえむことを　思い出して 人生を　ゆたかにしてくれる　リボン
mes_ribbon_info_016	このうえなく　ゴージャスで きらびやかな　感じの　リボン
mes_ribbon_info_017	とてつもなく　ロイヤルで 気高い　感じのする　リボン
mes_ribbon_info_018	これ以上　素晴らしいものは　ない ゴージャスで　ロイヤルな　リボン
mes_ribbon_info_019	ホウエンで　豪華な　似顔絵の モデルになった　記念の　リボン
mes_ribbon_info_020	最高の　あしあとを　持つ ポケモンが　もらえる　リボン
mes_ribbon_info_021	ものすごい　記録を　残した 記念の　リボン
mes_ribbon_info_022	伝説的　記録を　残した 記念の　リボン
mes_ribbon_info_023	ポケモンリーグ 優勝　記念リボン
mes_ribbon_info_024	すべての　困難を 乗り越えた　記念リボン
mes_ribbon_info_025	１００人抜き　達成 記念リボン
mes_ribbon_info_026	ポケモンリーグ 優勝　記念リボン
mes_ribbon_info_027	ポケモンが　大好きな　ことを 証明する　記念リボン
mes_ribbon_info_028	記念日　記念リボン
mes_ribbon_info_029	ポケモンの　イベントに 参加した　記念リボン
mes_ribbon_info_030	お誕生日　記念リボン
mes_ribbon_info_031	特別な　日の　特別な　リボン
mes_ribbon_info_032	特別な　思い出を　記念する　リボン
mes_ribbon_info_033	願いが　かなうと　いわれている　リボン
mes_ribbon_info_034	バトル大会　優勝記念リボン
mes_ribbon_info_035	ポケモンワールドチャンピオンシップス エリア大会　優勝記念リボン
mes_ribbon_info_036	ポケモンワールドチャンピオンシップス 国内大会　優勝記念リボン
mes_ribbon_info_037	ポケモンワールドチャンピオンシップス 世界大会　優勝記念リボン
mes_ribbon_info_038	昔　どこかで　集めた　リボン コンテストの　思い出が　つまっている！
mes_ribbon_info_039	昔　どこかで　集めた　リボン 戦いの　思い出が　つまっている！
mes_ribbon_info_040	ホウエンで　チャンピオンに　勝利し 殿堂入りした　記念リボン
mes_ribbon_info_041	あらゆる　コンテストで　大活躍した ポケモンに　贈られる　記念リボン
mes_ribbon_info_042	コンテストで　かっこよさを　発揮した ポケモンに　贈られる　記念リボン
mes_ribbon_info_043	コンテストで　うつくしさを　発揮した ポケモンに　贈られる　記念リボン
mes_ribbon_info_044	コンテストで　かわいさを　発揮した ポケモンに　贈られる　記念リボン
mes_ribbon_info_045	コンテストで　かしこさを　発揮した ポケモンに　贈られる　記念リボン
mes_ribbon_info_046	コンテストで　たくましさを　発揮した ポケモンに　贈られる　記念リボン
mes_ribbon_info_047	アローラで　チャンピオンに　なって 殿堂入りした　記念リボン
mes_ribbon_info_048	バトルロイヤルで　勝ち抜いた ポケモンに　贈られる　記念リボン
mes_ribbon_info_049	バトルツリーの　バトルレジェンドに 勝利した　記念リボン
mes_ribbon_info_050	バトルツリーの　バトルレジェンドに スーパーで　勝利した　記念リボン
mes_ribbon_info_051	ガラルで　チャンピオンに　なって 殿堂入りした　記念リボン
mes_ribbon_info_052	バトルタワーの　チャンピオンに 勝利した　記念リボン
mes_ribbon_info_053	ランクバトルの　マスターボール級で トレーナーに　勝利した　記念リボン
mes_ribbon_info_054	はらペコの　ポケモンである　あかし
mes_ribbon_info_055	おねむな　ポケモンである　あかし
mes_ribbon_info_056	そろそろねむい　ポケモンである　あかし
mes_ribbon_info_057	はやくにめざめた　ポケモンである　あかし
mes_ribbon_info_058	くもをみつめる　ポケモンである　あかし
mes_ribbon_info_059	あめにむせぶ　ポケモンである　あかし
mes_ribbon_info_060	かみなりにさわぐ　ポケモンである　あかし
mes_ribbon_info_061	ゆきにころがる　ポケモンである　あかし
mes_ribbon_info_062	こごえふるえる　ポケモンである　あかし
mes_ribbon_info_063	のどカラカラの　ポケモンである　あかし
mes_ribbon_info_064	すなにまみれる　ポケモンである　あかし
mes_ribbon_info_065	きりにとまどう　ポケモンである　あかし
mes_ribbon_info_066	うんめいかんじる　ポケモンである　あかし
mes_ribbon_info_067	つりたてピチピチの　ポケモンである　あかし
mes_ribbon_info_068	カレーずきな　ポケモンである　あかし
mes_ribbon_info_069	ひとになれてる　ポケモンである　あかし
mes_ribbon_info_070	ひとをしらない　ポケモンである　あかし
mes_ribbon_info_071	あばれんぼうの　ポケモンである　あかし
mes_ribbon_info_072	なにもかんがえてない　ポケモンである　あかし
mes_ribbon_info_075	ドキドキしてる　ポケモンである　あかし
mes_ribbon_info_076	ワクワクしてる　ポケモンである　あかし
mes_ribbon_info_077	オーラをかんじる　ポケモンである　あかし
mes_ribbon_info_078	クールな　ポケモンである　あかし
mes_ribbon_info_079	アグレッシブな　ポケモンである　あかし
mes_ribbon_info_080	ボーっとしてる　ポケモンである　あかし
mes_ribbon_info_081	しあわせそうな　ポケモンである　あかし
mes_ribbon_info_082	プンプンおこる　ポケモンである　あかし
mes_ribbon_info_083	ニコニコわらう　ポケモンである　あかし
mes_ribbon_info_084	メソメソなく　ポケモンである　あかし
mes_ribbon_info_085	ごきげんな　ポケモンである　あかし
mes_ribbon_info_086	ふきげんな　ポケモンである　あかし
mes_ribbon_info_087	ちてきな　ポケモンである　あかし
mes_ribbon_info_088	あれくるう　ポケモンである　あかし
mes_ribbon_info_089	スキをねらう　ポケモンである　あかし
mes_ribbon_info_090	いかつい　ポケモンである　あかし
mes_ribbon_info_091	やさしげな　ポケモンである　あかし
mes_ribbon_info_092	あわてんぼうの　ポケモンである　あかし
mes_ribbon_info_093	やるきまんまんの　ポケモンである　あかし
mes_ribbon_info_094	やるきゼロの　ポケモンである　あかし
mes_ribbon_info_095	ふんぞりかえった　ポケモンである　あかし
mes_ribbon_info_096	じしんのない　ポケモンである　あかし
mes_ribbon_info_097	そぼくな　ポケモンである　あかし
mes_ribbon_info_098	きどっている　ポケモンである　あかし
mes_ribbon_info_099	げんきいっぱいの　ポケモンである　あかし
mes_ribbon_info_100	どこかくたびれた　ポケモンである　あかし
mes_ribbon_name_051	ガラル チャンプリボン
mes_ribbon_name_052	マスタータワーリボン
mes_ribbon_name_053	マスターランクリボン
mes_ribbon_name_054	しょうごのあかし
mes_ribbon_name_055	しょうしのあかし
mes_ribbon_name_056	たそがれのあかし
mes_ribbon_name_057	あかつきのあかし
mes_ribbon_name_058	どんてんのあかし
mes_ribbon_name_059	あめふりのあかし
mes_ribbon_name_060	いかづちのあかし
mes_ribbon_name_061	こうせつのあかし
mes_ribbon_name_062	ごうせつのあかし
mes_ribbon_name_063	かんそうのあかし
mes_ribbon_name_064	さじんのあかし
mes_ribbon_name_065	のうむのあかし
mes_ribbon_name_066	うんめいのあかし
mes_ribbon_name_067	つりあげられたあかし
mes_ribbon_name_068	カレーのあかし
mes_ribbon_name_069	ときどきみるあかし
mes_ribbon_name_070	みたことのないあかし
mes_ribbon_name_071	わんぱくなあかし
mes_ribbon_name_072	のうてんきなあかし
mes_ribbon_name_075	きんちょうのあかし
mes_ribbon_name_076	きたいのあかし
mes_ribbon_name_077	カリスマのあかし
mes_ribbon_name_078	れいせいのあかし
mes_ribbon_name_079	じょうねつのあかし
mes_ribbon_name_080	ゆだんのあかし
mes_ribbon_name_081	たこうのあかし
mes_ribbon_name_082	ふんぬのあかし
mes_ribbon_name_083	びしょうのあかし
mes_ribbon_name_084	ひそうのあかし
mes_ribbon_name_085	かいちょうのあかし
mes_ribbon_name_086	げきはつのあかし
mes_ribbon_name_087	りせいのあかし
mes_ribbon_name_088	ほんのうのあかし
mes_ribbon_name_089	こうかつのあかし
mes_ribbon_name_090	こわもてのあかし
mes_ribbon_name_091	やさがたのあかし
mes_ribbon_name_092	どうようのあかし
mes_ribbon_name_093	こうようのあかし
mes_ribbon_name_094	けんたいのあかし
mes_ribbon_name_095	じしんのあかし
mes_ribbon_name_096	ふしんのあかし
mes_ribbon_name_097	ぼくとつのあかし
mes_ribbon_name_098	ふじゅんのあかし
mes_ribbon_name_099	げんきのあかし
mes_ribbon_name_100	ふちょうのあかし
mes_another_name_001	カロスチャンピオン
mes_another_name_002	チャンピオン
mes_another_name_003	シンオウチャンピオン
mes_another_name_004	しんゆうの
mes_another_name_005	しれんをともにした
mes_another_name_006	べテランの
mes_another_name_007	たつじんの
mes_another_name_008	あのころがんばった
mes_another_name_009	あのひしゃきっとした
mes_another_name_010	むかしビビりだった
mes_another_name_011	かなしいことがあった
mes_another_name_012	ミスするひもあった
mes_another_name_013	あのひスッキリした
mes_another_name_014	ねてばかりだった
mes_another_name_015	よくわらっていた
mes_another_name_016	ゴージャス
mes_another_name_017	ロイヤル
mes_another_name_018	ゴージャス＆ロイヤル
mes_another_name_019	えのモデルになった
mes_another_name_020	あしあとがじまんの
mes_another_name_021	きろくをもつ
mes_another_name_022	すごいきろくをもつ
mes_another_name_023	ゆうしょうしゃの
mes_another_name_024	こんなんをのりこえた
mes_another_name_025	１００にんぬきの
mes_another_name_026	せかいをせいした
mes_another_name_027	ポケモンずきの
mes_another_name_028	きねんびをすごした
mes_another_name_029	イベントにさんかした
mes_another_name_030	いつもいっしょの
mes_another_name_031	プレミアムなひの
mes_another_name_032	さいこうのおもいでの
mes_another_name_033	ゆめかなえし
mes_another_name_034	バトルチャンピオン
mes_another_name_035	エリアチャンピオン
mes_another_name_036	ナショナルチャンピオン
mes_another_name_037	ワールドチャンピオン
mes_another_name_038	きらめくおもいでの
mes_another_name_039	あついおもいでの
mes_another_name_040	ホウエンチャンピオン
mes_another_name_041	でんせつてきスターの
mes_another_name_042	かつてスターの
mes_another_name_043	とうじきれいだった
mes_another_name_044	かつてアイドルの
mes_another_name_045	てんさいとよばれた
mes_another_name_046	むかしはムキムキの
mes_another_name_047	アローラチャンピオン
mes_another_name_048	ロイヤルマスター
mes_another_name_049	ツリーウィナー
mes_another_name_050	ツリーマスター
mes_another_name_051	ガラルチャンピオン
mes_another_name_052	タワーマスター
mes_another_name_053	ランクマスター
mes_another_name_054	はらペコの
mes_another_name_055	おねむな
mes_another_name_056	そろそろねむい
mes_another_name_057	はやくにめざめた
mes_another_name_058	くもをみつめる
mes_another_name_059	あめにむせぶ
mes_another_name_060	かみなりにさわぐ
mes_another_name_061	ゆきにころがる
mes_another_name_062	こごえふるえる
mes_another_name_063	のどカラカラの
mes_another_name_064	すなにまみれる
mes_another_name_065	きりにとまどう
mes_another_name_066	うんめいかんじる
mes_another_name_067	つりたてピチピチの
mes_another_name_068	カレーずきな
mes_another_name_069	ひとになれてる
mes_another_name_070	ひとをしらない
mes_another_name_071	あばれんぼうの
mes_another_name_072	なにもかんがえてない
mes_another_name_075	ドキドキしてる
mes_another_name_076	ワクワクしてる
mes_another_name_077	オーラをかんじる
mes_another_name_078	クールな
mes_another_name_079	アグレッシブな
mes_another_name_080	ボーっとしてる
mes_another_name_081	しあわせそうな
mes_another_name_082	プンプンおこる
mes_another_name_083	ニコニコわらう
mes_another_name_084	メソメソなく
mes_another_name_085	ごきげんな
mes_another_name_086	ふきげんな
mes_another_name_087	ちてきな
mes_another_name_088	あれくるう
mes_another_name_089	スキをねらう
mes_another_name_090	いかつい
mes_another_name_091	やさしげな
mes_another_name_092	あわてんぼうの
mes_another_name_093	やるきまんまんの
mes_another_name_094	やるきゼロの
mes_another_name_095	ふんぞりかえった
mes_another_name_096	じしんのない
mes_another_name_097	そぼくな
mes_another_name_098	きどっている
mes_another_name_099	げんきいっぱいの
mes_another_name_100	どこかくたびれた

~~~~~~~~~~~~~~~
Text File : seikaku_jpn_kanji.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	がんばりや
SEIKAKU_001	さみしがり
SEIKAKU_002	ゆうかん
SEIKAKU_003	いじっぱり
SEIKAKU_004	やんちゃ
SEIKAKU_005	ずぶとい
SEIKAKU_006	すなお
SEIKAKU_007	のんき
SEIKAKU_008	わんぱく
SEIKAKU_009	のうてんき
SEIKAKU_010	おくびょう
SEIKAKU_011	せっかち
SEIKAKU_012	まじめ
SEIKAKU_013	ようき
SEIKAKU_014	むじゃき
SEIKAKU_015	ひかえめ
SEIKAKU_016	おっとり
SEIKAKU_017	れいせい
SEIKAKU_018	てれや
SEIKAKU_019	うっかりや
SEIKAKU_020	おだやか
SEIKAKU_021	おとなしい
