~~~~~~~~~~~~~~~
Text File : monsname_deu.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	Ei
mes_ribbon_name_010	Band des Schocks
mes_ribbon_name_011	Band der Traurigkeit
mes_ribbon_name_012	Band der Sorglosigkeit
mes_ribbon_name_013	Band der Entspannung
mes_ribbon_name_014	Band des Schlafens
mes_ribbon_name_015	Band des Lächelns
mes_ribbon_name_016	Hinreißendes Band
mes_ribbon_name_017	Königliches Band
mes_ribbon_name_018	Hinreißendes Königliches Band
mes_ribbon_name_019	Band des Künstlers
mes_ribbon_name_020	Fußabdruck-Band
mes_ribbon_name_021	Rekordband
mes_ribbon_name_022	Band der Legende
mes_ribbon_name_023	Band des Landes
mes_ribbon_name_024	Band der Nation
mes_ribbon_name_025	Band der Erde
mes_ribbon_name_026	Band der Welt
mes_ribbon_name_027	Klassisches Band
mes_ribbon_name_028	Premierband
mes_ribbon_name_029	Veranstaltungsband
mes_ribbon_name_030	Geburtstagsband
mes_ribbon_name_031	Sonderband
mes_ribbon_name_032	Gedenkband
mes_ribbon_name_033	Wunschband
mes_ribbon_name_034	Kampfmeisterband
mes_ribbon_name_035	Regionalmeisterband
mes_ribbon_name_036	Nationalmeisterband
mes_ribbon_name_037	Weltmeisterband
mes_ribbon_name_038	Wettbewerbsgedenkband
mes_ribbon_name_039	Kampfgedenkband
mes_ribbon_name_040	Band des Hoenn-Champs
mes_ribbon_name_041	Band des Wettbewerbsstars
mes_ribbon_name_042	Coolnessmeisterband
mes_ribbon_name_043	Schönheitsmeisterband
mes_ribbon_name_044	Putzigkeitsmeisterband
mes_ribbon_name_045	Klugheitsmeisterband
mes_ribbon_name_046	Stärkemeisterband
mes_ribbon_name_047	Band des Alola-Champs
mes_ribbon_name_048	Battle-Royale-Meisterband
mes_ribbon_name_049	Baum-Eliteband
mes_ribbon_name_050	Baum-Meisterband
mes_ribbon_info_001	Band für den Sieg über den Champ von Kalos und den Einzug in die Ruhmeshalle.
mes_ribbon_info_002	Band für einen vergangenen Sieg über den Champ einer anderen Region und für den Einzug in die Ruhmeshalle.
mes_ribbon_info_003	Band für den Sieg über den Champ von Sinnoh und den Einzug in die Ruhmeshalle.
mes_ribbon_info_004	Band zur Ehrung eines Pokémon, das durch die enge Beziehung zu seinem Trainer besticht.
mes_ribbon_info_005	Band zur Ehrung eines Pokémon, das schwere Prüfungen gemeistert hat.
mes_ribbon_info_006	Band zur Ehrung eines Pokémon, das selbst aus dem härtesten Kampf als Sieger hervorgegangen ist.
mes_ribbon_info_007	Band zur Ehrung eines heldenhaften Pokémon, das die Kunst des Kämpfens perfektioniert hat.
mes_ribbon_info_008	Band für extrem fleißige Arbeiter.
mes_ribbon_info_009	Band zur Erinnerung an ein stärkendes, Lebensenergie gebendes Ereignis.
mes_ribbon_info_010	Band zur Erinnerung an ein Ereignis, das das Leben aufregender machte.
mes_ribbon_info_011	Band zur Erinnerung an die Traurigkeit, die dem Leben Würze gab.
mes_ribbon_info_012	Band zur Erinnerung an einen Fehler, der zu lebenswichtigen Entscheidungen führte.
mes_ribbon_info_013	Band zur Erinnerung an ein erfrischendes Ereignis, das dem Leben Glanz gab.
mes_ribbon_info_014	Band zur Erinnerung an einen tiefen Schlaf, der den Fluss des Lebens beruhigte.
mes_ribbon_info_015	Band zur Erinnerung daran, dass ein Lächeln das Leben bereichert.
mes_ribbon_info_016	Außergewöhnlich schönes und extravagantes Band.
mes_ribbon_info_017	Unglaublich königliches Band, das eine Aura der Erhabenheit ausstrahlt.
mes_ribbon_info_018	Wunderschönes und königliches Band, das einfach sagenhaft ist.
mes_ribbon_info_019	Belohnung für die Wahl zum Super-Modell in Hoenn.
mes_ribbon_info_020	Band für ein Pokémon, das einen besonders guten Fußabdruck hinterlässt.
mes_ribbon_info_021	Band für das Aufstellen eines unglaublichen Rekords.
mes_ribbon_info_022	Band für das Aufstellen eines legendären Rekords.
mes_ribbon_info_023	Band zur Ehrung des Champs der Pokémon-Liga.
mes_ribbon_info_024	Band für das erfolgreiche Überstehen aller Widrigkeiten.
mes_ribbon_info_025	Band zur Erinnerung an hundert Siege in Folge.
mes_ribbon_info_026	Band zur Ehrung des Champs der Pokémon-Liga.
mes_ribbon_info_027	Band zur Auszeichnung von wahren Pokémon-Liebhabern.
mes_ribbon_info_028	Band zur Erinnerung an einen besonderen Tag.
mes_ribbon_info_029	Teilnehmerband einer Pokémon-Veranstaltung.
mes_ribbon_info_030	Band für Geburtstagskinder.
mes_ribbon_info_031	Besonderes Band für einen besonderen Tag.
mes_ribbon_info_032	Band, das als Andenken an ganz besondere Erinnerungen dient.
mes_ribbon_info_033	Band, das angeblich Wünsche erfüllt.
mes_ribbon_info_034	Band des Siegers eines Kampfturniers.
mes_ribbon_info_035	Siegerband für die Regionalmeisterschaft der Pokémon World Championships.
mes_ribbon_info_036	Siegerband für die Nationalmeisterschaft der Pokémon World Championships.
mes_ribbon_info_037	Siegerband für das Finale der Pokémon World Championships.
mes_ribbon_info_038	Band zur Erinnerung an vergangene Wettbewerbssiege in einer anderen Region.
mes_ribbon_info_039	Band zur Erinnerung an vergangene gewonnene Kämpfe in einer anderen Region.
mes_ribbon_info_040	Band für den Sieg über den Champ von Hoenn und den Einzug in die Ruhmeshalle.
mes_ribbon_info_041	Band zur Auszeichnung von Pokémon, die in allen Wettbewerben großartige Leistungen vollbracht haben.
mes_ribbon_info_042	Band zur Auszeichnung von Pokémon, die beim Wettbewerb wirkungsvoll zur Schau gestellt haben, wie cool sie sind.
mes_ribbon_info_043	Band zur Auszeichnung von Pokémon, die beim Wettbewerb wirkungsvoll zur Schau gestellt haben, wie schön sie sind.
mes_ribbon_info_044	Band zur Auszeichnung von Pokémon, die beim Wettbewerb wirkungsvoll zur Schau gestellt haben, wie putzig sie sind.
mes_ribbon_info_045	Band zur Auszeichnung von Pokémon, die beim Wettbewerb wirkungsvoll zur Schau gestellt haben, wie klug sie sind.
mes_ribbon_info_046	Band zur Auszeichnung von Pokémon, die beim Wettbewerb wirkungsvoll zur Schau gestellt haben, wie stark sie sind.
mes_ribbon_info_047	Band zur Ehrung des Champs in Alola und für den Einzug in die Ruhmeshalle.
mes_ribbon_info_048	Band zur Auszeichnung von Pokémon, die beim Battle Royale gesiegt haben.
mes_ribbon_info_049	Band für den Sieg über eine Kampflegende im Kampfbaum.
mes_ribbon_info_050	Band zur Auszeichnung von Pokémon, die im Super-Rang gegen eine Kampflegende gewonnen haben.
mes_ribbon_info_051	Band zur Ehrung des Champs von Galar und für den Einzug in die Ruhmeshalle.
mes_ribbon_info_052	Band für den Sieg über den Meister des Kampfturms.
mes_ribbon_info_053	Band zur Auszeichnung von Pokémon, die bei einem Rangkampf in der Meisterball-Klasse gewonnen haben.
mes_ribbon_info_054	Zeichen eines Pokémon, das großen Hunger hat.
mes_ribbon_info_055	Zeichen eines Pokémon, das schläfrig ist.
mes_ribbon_info_056	Zeichen eines Pokémon, das langsam müde wird.
mes_ribbon_info_057	Zeichen eines Pokémon, das früh aufgestanden ist.
mes_ribbon_info_058	Zeichen eines Pokémon, das gern die Wolken betrachtet.
mes_ribbon_info_059	Zeichen eines Pokémon, das vom Regen klitschnass ist.
mes_ribbon_info_060	Zeichen eines Pokémon, das bei Gewittern einen Aufstand macht.
mes_ribbon_info_061	Zeichen eines Pokémon, das im Schnee herumtollt.
mes_ribbon_info_062	Zeichen eines Pokémon, das vor Kälte zittert.
mes_ribbon_info_063	Zeichen eines Pokémon, das mächtig Durst hat.
mes_ribbon_info_064	Zeichen eines Pokémon, das über und über mit Sand bedeckt ist.
mes_ribbon_info_065	Zeichen eines Pokémon, das sich im Nebel verläuft.
mes_ribbon_info_066	Zeichen eines Pokémon, das etwas Schicksalhaftes an sich hat.
mes_ribbon_info_067	Zeichen eines Pokémon, das frisch an Land gezogen wurde.
mes_ribbon_info_068	Zeichen eines Pokémon, das gerne Curry isst.
mes_ribbon_info_069	Zeichen eines Pokémon, das an Menschen gewöhnt ist.
mes_ribbon_info_070	Zeichen eines Pokémon, das keine Erfahrung mit Menschen hat.
mes_ribbon_info_071	Zeichen eines Pokémon, das sich wie ein Rabauke verhält.
mes_ribbon_info_072	Zeichen eines Pokémon, das sich um nichts wirklich Gedanken macht.
mes_ribbon_info_075	Zeichen eines Pokémon, das angespannt ist.
mes_ribbon_info_076	Zeichen eines Pokémon, das aufgeregt ist.
mes_ribbon_info_077	Zeichen eines Pokémon, das eine besondere Ausstrahlung hat.
mes_ribbon_info_078	Zeichen eines Pokémon, das stets gelassen ist.
mes_ribbon_info_079	Zeichen eines Pokémon, das aggressiv ist.
mes_ribbon_info_080	Zeichen eines Pokémon, das nicht ganz bei der Sache ist.
mes_ribbon_info_081	Zeichen eines Pokémon, das glücklich wirkt.
mes_ribbon_info_082	Zeichen eines Pokémon, das ziemlich sauer ist.
mes_ribbon_info_083	Zeichen eines Pokémon, das vor Freude strahlt.
mes_ribbon_info_084	Zeichen eines Pokémon, das schluchzend weint.
mes_ribbon_info_085	Zeichen eines Pokémon, das gut drauf ist.
mes_ribbon_info_086	Zeichen eines Pokémon, das miese Laune hat.
mes_ribbon_info_087	Zeichen eines Pokémon, das Köpfchen hat.
mes_ribbon_info_088	Zeichen eines Pokémon, das wütet und tobt.
mes_ribbon_info_089	Zeichen eines Pokémon, das auf den richtigen Moment wartet, um zuzuschlagen.
mes_ribbon_info_090	Zeichen eines Pokémon, das ein böses Gesicht macht.
mes_ribbon_info_091	Zeichen eines Pokémon, das ein gutes Herz hat.
mes_ribbon_info_092	Zeichen eines Pokémon, das leicht in Panik gerät.
mes_ribbon_info_093	Zeichen eines Pokémon, das voller Tatendrang steckt.
mes_ribbon_info_094	Zeichen eines Pokémon, das keinen Bock auf nichts hat.
mes_ribbon_info_095	Zeichen eines Pokémon, das einiges auf sich hält.
mes_ribbon_info_096	Zeichen eines Pokémon, das kein Selbstvertrauen hat.
mes_ribbon_info_097	Zeichen eines Pokémon, das einfach gestrickt ist.
mes_ribbon_info_098	Zeichen eines Pokémon, das sich gerne in den Vordergrund spielt.
mes_ribbon_info_099	Zeichen eines Pokémon, das voller Energie steckt.
mes_ribbon_info_100	Zeichen eines Pokémon, das irgendwie einen Durchhänger hat.
mes_ribbon_name_051	Band des Galar-Champs
mes_ribbon_name_052	Turmmeisterband
mes_ribbon_name_053	Meisterrangband
mes_ribbon_name_054	Mittags-Zeichen
mes_ribbon_name_055	Mitternachts-Zeichen
mes_ribbon_name_056	Abenddämmerungs-Zeichen
mes_ribbon_name_057	Morgendämmerungs-Zeichen
mes_ribbon_name_058	Wolken-Zeichen
mes_ribbon_name_059	Regen-Zeichen
mes_ribbon_name_060	Gewitter-Zeichen
mes_ribbon_name_061	Schneefall-Zeichen
mes_ribbon_name_062	Schneesturm-Zeichen
mes_ribbon_name_063	Dürre-Zeichen
mes_ribbon_name_064	Sandsturm-Zeichen
mes_ribbon_name_065	Nebel-Zeichen
mes_ribbon_name_066	Schicksals-Zeichen
mes_ribbon_name_067	Angel-Zeichen
mes_ribbon_name_068	Curry-Zeichen
mes_ribbon_name_069	Gängigkeits-Zeichen
mes_ribbon_name_070	Raritäts-Zeichen
mes_ribbon_name_071	Raufbold-Zeichen
mes_ribbon_name_072	Sorglos-Zeichen
mes_ribbon_name_075	Spannungs-Zeichen
mes_ribbon_name_076	Vorfreude-Zeichen
mes_ribbon_name_077	Charisma-Zeichen
mes_ribbon_name_078	Gelassenheits-Zeichen
mes_ribbon_name_079	Hitzkopf-Zeichen
mes_ribbon_name_080	Achtlos-Zeichen
mes_ribbon_name_081	Glücklichkeits-Zeichen
mes_ribbon_name_082	Wut-Zeichen
mes_ribbon_name_083	Lächel-Zeichen
mes_ribbon_name_084	Trübsal-Zeichen
mes_ribbon_name_085	Heiterkeits-Zeichen
mes_ribbon_name_086	Missmut-Zeichen
mes_ribbon_name_087	Verstands-Zeichen
mes_ribbon_name_088	Impulsiv-Zeichen
mes_ribbon_name_089	Listigkeits-Zeichen
mes_ribbon_name_090	Grimmig-Zeichen
mes_ribbon_name_091	Sanftmut-Zeichen
mes_ribbon_name_092	Panik-Zeichen
mes_ribbon_name_093	Ansporn-Zeichen
mes_ribbon_name_094	Lustlos-Zeichen
mes_ribbon_name_095	Selbstvertrauens-Zeichen
mes_ribbon_name_096	Selbstzweifel-Zeichen
mes_ribbon_name_097	Arglos-Zeichen
mes_ribbon_name_098	Scheinheilig-Zeichen
mes_ribbon_name_099	Elan-Zeichen
mes_ribbon_name_100	Formtief-Zeichen
mes_another_name_001	Kalos-Champ
mes_another_name_002	Champ
mes_another_name_003	Sinnoh-Champ
mes_another_name_004	Herzensfreund
mes_another_name_005	Trainingspartner
mes_another_name_006	Kampfveteran
mes_another_name_007	Kampfgenie
mes_another_name_008	Ranklotzer
mes_another_name_009	Argusauge
mes_another_name_010	Hasenfuß
mes_another_name_011	Trauerkloß
mes_another_name_012	Schlendrian
mes_another_name_013	Meister der Entspannung
mes_another_name_014	Tiefschläfer
mes_another_name_015	Frohnatur
mes_another_name_016	Blickfang
mes_another_name_017	Blaublut
mes_another_name_018	Blaublütiger Blickfang
mes_another_name_019	Künstlermuse
mes_another_name_020	Wegbegleiter
mes_another_name_021	Rekordhalter
mes_another_name_022	Lebende Legende
mes_another_name_023	Sieger
mes_another_name_024	Triumphator
mes_another_name_025	Hundertsassa
mes_another_name_026	Weltenherrscher
mes_another_name_027	Pokémon-Fan
mes_another_name_028	Jubilar
mes_another_name_029	Eventteilnehmer
mes_another_name_030	Treuherz
mes_another_name_031	Unikat
mes_another_name_032	Traumpartner
mes_another_name_033	Wunscherfüller
mes_another_name_034	Kampfmeister
mes_another_name_035	Regionalmeister
mes_another_name_036	Nationalmeister
mes_another_name_037	Weltmeister
mes_another_name_038	Wettbewerbsglanz
mes_another_name_039	Kämpfernatur
mes_another_name_040	Hoenn-Champ
mes_another_name_041	Starlegende
mes_another_name_042	Star
mes_another_name_043	Schönheit
mes_another_name_044	Sternchen
mes_another_name_045	Genie
mes_another_name_046	Kraftprotz
mes_another_name_047	Alola-Champ
mes_another_name_048	Battle-Royale-Meister
mes_another_name_049	Baumsieger
mes_another_name_050	Baummeister
mes_another_name_051	Galar-Champ
mes_another_name_052	Turmmeister
mes_another_name_053	Rangmeister
mes_another_name_054	Magenknurrer
mes_another_name_055	Schlafmütze
mes_another_name_056	Gähner
mes_another_name_057	Frühaufsteher
mes_another_name_058	Wolkengucker
mes_another_name_059	Regenplanscher
mes_another_name_060	Krachmacher
mes_another_name_061	Schneetänzer
mes_another_name_062	Frostbeule
mes_another_name_063	Trockenkehle
mes_another_name_064	Sandwühler
mes_another_name_065	Nebelwanderer
mes_another_name_066	Schicksalsbote
mes_another_name_067	Fang des Tages
mes_another_name_068	Currykenner
mes_another_name_069	Menschenfreund
mes_another_name_070	Eremit
mes_another_name_071	Rowdy
mes_another_name_072	Luftikus
mes_another_name_075	Nervenbündel
mes_another_name_076	Flitzebogen
mes_another_name_077	Charismatiker
mes_another_name_078	Ruhepol
mes_another_name_079	Heißsporn
mes_another_name_080	Tagträumer
mes_another_name_081	Grinsebacke
mes_another_name_082	Choleriker
mes_another_name_083	Sonnenschein
mes_another_name_084	Heulsuse
mes_another_name_085	Optimist
mes_another_name_086	Muffel
mes_another_name_087	Schlaukopf
mes_another_name_088	Krawallbürste
mes_another_name_089	Schlitzohr
mes_another_name_090	Griesgram
mes_another_name_091	Gute Seele
mes_another_name_092	Hektiker
mes_another_name_093	Enthusiast
mes_another_name_094	Faulpelz
mes_another_name_095	Angeber
mes_another_name_096	Selbstzweifler
mes_another_name_097	Schussel
mes_another_name_098	Wichtigtuer
mes_another_name_099	Energiebündel
mes_another_name_100	Durchhänger

~~~~~~~~~~~~~~~
Text File : seikaku_deu.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	Robust
SEIKAKU_001	Solo
SEIKAKU_002	Mutig
SEIKAKU_003	Hart
SEIKAKU_004	Frech
SEIKAKU_005	Kühn
SEIKAKU_006	Sanft
SEIKAKU_007	Locker
SEIKAKU_008	Pfiffig
SEIKAKU_009	Lasch
SEIKAKU_010	Scheu
SEIKAKU_011	Hastig
SEIKAKU_012	Ernst
SEIKAKU_013	Froh
SEIKAKU_014	Naiv
SEIKAKU_015	Mäßig
SEIKAKU_016	Mild
SEIKAKU_017	Ruhig
SEIKAKU_018	Zaghaft
SEIKAKU_019	Hitzig
SEIKAKU_020	Still
SEIKAKU_021	Zart
SEIKAKU_022	Forsch
SEIKAKU_023	Sacht
SEIKAKU_024	Kauzig

~~~~~~~~~~~~~~~
Text File : sp_achstep_deu.msbt
~~~~~~~~~~~~~~~
sp_achstep_box_000101	Lagere 1 Schillerndes Pokémon!
sp_achstep_box_000102	Lagere 5 Schillernde Pokémon!
sp_achstep_box_000103	Lagere 10 Schillernde Pokémon!
sp_achstep_box_000201	Lagere 5 Pokémon, die sich in Pokébällen befinden!
sp_achstep_box_000202	Lagere 15 Pokémon, die sich in Pokébällen befinden!
sp_achstep_box_000203	Lagere 30 Pokémon, die sich in Pokébällen befinden!
sp_achstep_box_000301	Lagere 5 Pokémon, die sich in Superbällen befinden!
sp_achstep_box_000302	Lagere 15 Pokémon, die sich in Superbällen befinden!
sp_achstep_box_000303	Lagere 30 Pokémon, die sich in Superbällen befinden!
sp_achstep_box_000401	Lagere 5 Pokémon, die sich in Netzbällen befinden!
sp_achstep_box_000402	Lagere 15 Pokémon, die sich in Netzbällen befinden!
sp_achstep_box_000403	Lagere 30 Pokémon, die sich in Netzbällen befinden!
sp_achstep_box_000501	Lagere 5 Pokémon, die sich in Wiederbällen befinden!
sp_achstep_box_000502	Lagere 15 Pokémon, die sich in Wiederbällen befinden!
sp_achstep_box_000503	Lagere 30 Pokémon, die sich in Wiederbällen befinden!
sp_achstep_box_000601	Lagere 5 Pokémon, die sich in Timerbällen befinden!
sp_achstep_box_000602	Lagere 15 Pokémon, die sich in Timerbällen befinden!
sp_achstep_box_000603	Lagere 30 Pokémon, die sich in Timerbällen befinden!
sp_achstep_box_000701	Lagere 5 Pokémon, die sich in Hyperbällen befinden!
sp_achstep_box_000702	Lagere 15 Pokémon, die sich in Hyperbällen befinden!
sp_achstep_box_000703	Lagere 30 Pokémon, die sich in Hyperbällen befinden!
sp_achstep_box_000801	Lagere 5 Pokémon, die sich in Nestbällen befinden!
sp_achstep_box_000802	Lagere 15 Pokémon, die sich in Nestbällen befinden!
sp_achstep_box_000803	Lagere 30 Pokémon, die sich in Nestbällen befinden!
sp_achstep_box_000901	Lagere 5 Pokémon, die sich in Luxusbällen befinden!
sp_achstep_box_000902	Lagere 15 Pokémon, die sich in Luxusbällen befinden!
sp_achstep_box_000903	Lagere 30 Pokémon, die sich in Luxusbällen befinden!
sp_achstep_box_001001	Lagere 5 Pokémon, die sich in Heilbällen befinden!
sp_achstep_box_001002	Lagere 15 Pokémon, die sich in Heilbällen befinden!
sp_achstep_box_001003	Lagere 30 Pokémon, die sich in Heilbällen befinden!
sp_achstep_box_001101	Lagere 5 Pokémon, die sich in Tauchbällen befinden!
sp_achstep_box_001102	Lagere 15 Pokémon, die sich in Tauchbällen befinden!
sp_achstep_box_001103	Lagere 30 Pokémon, die sich in Tauchbällen befinden!
sp_achstep_box_001201	Lagere 5 Pokémon, die sich in Flottbällen befinden!
sp_achstep_box_001202	Lagere 15 Pokémon, die sich in Flottbällen befinden!
sp_achstep_box_001203	Lagere 30 Pokémon, die sich in Flottbällen befinden!
sp_achstep_box_001301	Lagere 5 Pokémon, die sich in Finsterbällen befinden!
sp_achstep_box_001302	Lagere 15 Pokémon, die sich in Finsterbällen befinden!
sp_achstep_box_001303	Lagere 30 Pokémon, die sich in Finsterbällen befinden!
sp_achstep_box_001401	Lagere 1 Pokémon, das sich in einem Meisterball befindet!
sp_achstep_box_001402	Lagere 5 Pokémon, die sich in Meisterbällen befinden!
sp_achstep_box_001403	Lagere 10 Pokémon, die sich in Meisterbällen befinden!
sp_achstep_box_001501	Lagere 5 Pokémon, die sich in Premierbällen befinden!
sp_achstep_box_001502	Lagere 15 Pokémon, die sich in Premierbällen befinden!
sp_achstep_box_001503	Lagere 30 Pokémon, die sich in Premierbällen befinden!
sp_achstep_box_001601	Lagere 1 Pokémon, das sich in einem Jubelball befindet!
sp_achstep_box_001602	Lagere 5 Pokémon, die sich in Jubelbällen befinden!
sp_achstep_box_001603	Lagere 10 Pokémon, die sich in Jubelbällen befinden!
sp_achstep_box_001701	Lagere 5 Pokémon, die sich in Ultrabällen befinden!
sp_achstep_box_001702	Lagere 15 Pokémon, die sich in Ultrabällen befinden!
sp_achstep_box_001703	Lagere 30 Pokémon, die sich in Ultrabällen befinden!
sp_achstep_box_001801	Lagere 5 Pokémon, die sich in Traumbällen befinden!
sp_achstep_box_001802	Lagere 15 Pokémon, die sich in Traumbällen befinden!
sp_achstep_box_001803	Lagere 30 Pokémon, die sich in Traumbällen befinden!
sp_achstep_box_001901	Lagere 5 Pokémon, die sich in Safaribällen befinden!
sp_achstep_box_001902	Lagere 15 Pokémon, die sich in Safaribällen befinden!
sp_achstep_box_001903	Lagere 30 Pokémon, die sich in Safaribällen befinden!
sp_achstep_box_002001	Lagere 5 Pokémon, die sich in Turnierbällen befinden!
sp_achstep_box_002002	Lagere 15 Pokémon, die sich in Turnierbällen befinden!
sp_achstep_box_002003	Lagere 30 Pokémon, die sich in Turnierbällen befinden!
sp_achstep_box_002101	Lagere 5 Pokémon, die sich in Turbobällen befinden!
sp_achstep_box_002102	Lagere 15 Pokémon, die sich in Turbobällen befinden!
sp_achstep_box_002103	Lagere 30 Pokémon, die sich in Turbobällen befinden!
sp_achstep_box_002201	Lagere 5 Pokémon, die sich in Freundesbällen befinden!
sp_achstep_box_002202	Lagere 15 Pokémon, die sich in Freundesbällen befinden!
sp_achstep_box_002203	Lagere 30 Pokémon, die sich in Freundesbällen befinden!
sp_achstep_box_002301	Lagere 5 Pokémon, die sich in Schwerbällen befinden!
sp_achstep_box_002302	Lagere 15 Pokémon, die sich in Schwerbällen befinden!
sp_achstep_box_002303	Lagere 30 Pokémon, die sich in Schwerbällen befinden!
sp_achstep_box_002401	Lagere 5 Pokémon, die sich in Mondbällen befinden!
sp_achstep_box_002402	Lagere 15 Pokémon, die sich in Mondbällen befinden!
sp_achstep_box_002403	Lagere 30 Pokémon, die sich in Mondbällen befinden!
sp_achstep_box_002501	Lagere 5 Pokémon, die sich in Sympabällen befinden!
sp_achstep_box_002502	Lagere 15 Pokémon, die sich in Sympabällen befinden!
sp_achstep_box_002503	Lagere 30 Pokémon, die sich in Sympabällen befinden!
sp_achstep_box_002601	Lagere 5 Pokémon, die sich in Köderbällen befinden!
sp_achstep_box_002602	Lagere 15 Pokémon, die sich in Köderbällen befinden!
sp_achstep_box_002603	Lagere 30 Pokémon, die sich in Köderbällen befinden!
sp_achstep_box_002701	Lagere 5 Pokémon, die sich in Levelbällen befinden!
sp_achstep_box_002702	Lagere 15 Pokémon, die sich in Levelbällen befinden!
sp_achstep_box_002703	Lagere 30 Pokémon, die sich in Levelbällen befinden!
sp_achstep_box_002801	Lagere 30 Pokémon!
sp_achstep_box_002802	Lagere 100 Pokémon!
sp_achstep_box_002803	Lagere 300 Pokémon!
sp_achstep_box_s_0001	Bring ein Geckarbor, ein Flemmli und ein Hydropi aus der Hoenn-Region mit!
sp_achstep_box_s_0002	Bring ein Geckarbor, ein Reptain und ein Gewaldro aus der Hoenn-Region mit!
sp_achstep_box_s_0003	Bring ein Flemmli, ein Jungglut und ein Lohgock aus der Hoenn-Region mit!
sp_achstep_box_s_0004	Bring ein Hydropi, ein Moorabbel und ein Sumpex aus der Hoenn-Region mit!
sp_achstep_box_s_0005	Bring ein Solgaleo, ein Lunala und ein Necrozma aus der Alola-Region mit!
sp_achstep_box_s_0006	Bring ein Groudon und ein Kyogre aus der Hoenn-Region mit!
sp_achstep_box_s_0007	Bring ein Cosmog, ein Cosmovum, ein Solgaleo und ein Lunala aus der Alola-Region mit!
sp_achstep_box_s_0008	Bring ein Chelast, ein Panflam und ein Plinfa aus der Sinnoh-Region mit!
sp_achstep_box_s_0009	Bring ein Dialga, ein Palkia und ein Giratina aus der Sinnoh-Region mit!
sp_achstep_box_s_0010	Lagere 10 Pokémon mit dem Wesen „Solo“!
sp_achstep_box_s_0011	Lagere 10 Pokémon mit dem Wesen „Hart“!
sp_achstep_box_s_0012	Lagere 10 Pokémon mit dem Wesen „Frech“!
sp_achstep_box_s_0013	Lagere 10 Pokémon mit dem Wesen „Mutig“!
sp_achstep_box_s_0014	Lagere 10 Pokémon mit dem Wesen „Kühn“!
sp_achstep_box_s_0015	Lagere 10 Pokémon mit dem Wesen „Pfiffig“!
sp_achstep_box_s_0016	Lagere 10 Pokémon mit dem Wesen „Lasch“!
sp_achstep_box_s_0017	Lagere 10 Pokémon mit dem Wesen „Locker“!
sp_achstep_box_s_0018	Lagere 10 Pokémon mit dem Wesen „Mäßig“!
sp_achstep_box_s_0019	Lagere 10 Pokémon mit dem Wesen „Mild“!
sp_achstep_box_s_0020	Lagere 10 Pokémon mit dem Wesen „Hitzig“!
sp_achstep_box_s_0021	Lagere 10 Pokémon mit dem Wesen „Ruhig“!
sp_achstep_box_s_0022	Lagere 10 Pokémon mit dem Wesen „Still“!
sp_achstep_box_s_0023	Lagere 10 Pokémon mit dem Wesen „Zart“!
sp_achstep_box_s_0024	Lagere 10 Pokémon mit dem Wesen „Sacht“!
sp_achstep_box_s_0025	Lagere 10 Pokémon mit dem Wesen „Forsch“!
sp_achstep_box_s_0026	Lagere 10 Pokémon mit dem Wesen „Scheu“!
sp_achstep_box_s_0027	Lagere 10 Pokémon mit dem Wesen „Hastig“!
sp_achstep_box_s_0028	Lagere 10 Pokémon mit dem Wesen „Froh“!
sp_achstep_box_s_0029	Lagere 10 Pokémon mit dem Wesen „Naiv“!
sp_achstep_box_s_0030	Lagere 10 Pokémon mit dem Wesen „Zaghaft“!
sp_achstep_box_s_0031	Lagere 10 Pokémon mit dem Wesen „Robust“!
sp_achstep_box_s_0032	Lagere 10 Pokémon mit dem Wesen „Sanft“!
sp_achstep_box_s_0033	Lagere 10 Pokémon mit dem Wesen „Kauzig“!
sp_achstep_box_s_0034	Lagere 10 Pokémon mit dem Wesen „Ernst“!
sp_achstep_box_s_0035	Lagere 30 Pikachu!
sp_achstep_box_s_0036	Lagere 30 Ditto!
sp_achstep_box_s_0037	Bring ein Pikachu aus der Kanto-Region mit!
sp_achstep_box_s_0038	Bring ein Evoli aus der Kanto-Region mit!
sp_achstep_box_s_0039	Bring ein Glurak aus der altbekannten Kanto-Region mit!
sp_achstep_box_s_0040	Bring ein Bisaflor aus der altbekannten Kanto-Region mit!
sp_achstep_box_s_0041	Bring ein Turtok aus der altbekannten Kanto-Region mit!
sp_achstep_box_s_0042	Bring ein Pikachu aus der altbekannten Kanto-Region mit!
sp_achstep_box_s_0043	Bring ein Ho-Oh aus einer altbekannten, weit entfernten Region mit!
sp_achstep_box_s_0044	Bring ein Lugia aus einer altbekannten, weit entfernten Region mit!
