~~~~~~~~~~~~~~~
Text File : itemname_fra.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Aucun objet
MONSNAME_883	Hydragla
MONSNAME_884	Duralugon
MONSNAME_885	Fantyrm
MONSNAME_886	Dispareptil
MONSNAME_887	Lanssorien
MONSNAME_888	Zacian
MONSNAME_889	Zamazenta
MONSNAME_890	Éthernatos
MONSNAME_891	Wushours
MONSNAME_892	Shifours
MONSNAME_893	Zarude
MONSNAME_894	Regieleki
MONSNAME_895	Regidrago
MONSNAME_896	Blizzeval
MONSNAME_897	Spectreval
MONSNAME_898	Sylveroy

~~~~~~~~~~~~~~~
Text File : place_name_spe_fra.msbt
~~~~~~~~~~~~~~~
MAPNAME_KANTO	la région de Kanto
MAPNAME_ZYOTO	la région de Johto
MAPNAME_HOUEN	la région de Hoenn
MAPNAME_SINOH	la région de Sinnoh
MAPNAME_TOOKUHANARETATOTI	un pays lointain
MAPNAME_IISHU	la région de Unys
MAPNAME_KAROSU	la région de Kalos
MAPNAME_HOLOHOLO	Pokémon GO
MAPNAME_VCKANTOH	la région de Kanto
MAPNAME_AROORA	la région d'Alola
MAPNAME_VCZYOTO	la région de Johto
MAPNAME_LETSGO	la région de Kanto
MAPNAME_GARARU	la région de Galar
MAPNAME_HOME	Pokémon HOME

~~~~~~~~~~~~~~~
Text File : ribbon_fra.msbt
~~~~~~~~~~~~~~~
mes_ribbon_name_001	Ruban Maître de Kalos
mes_ribbon_name_002	Ruban Maître
mes_ribbon_name_003	Ruban Maître de Sinnoh
mes_ribbon_name_004	Ruban Affection
mes_ribbon_name_005	Ruban Perfectionnement
mes_ribbon_name_006	Ruban Élite du Combat
mes_ribbon_name_007	Ruban Génie du Combat
mes_ribbon_name_008	Ruban Effort
mes_ribbon_name_009	Ruban Alerte
mes_ribbon_name_010	Ruban Choc
mes_ribbon_name_011	Ruban Déprime
mes_ribbon_name_012	Ruban Négligence
mes_ribbon_name_013	Ruban Détente
mes_ribbon_name_014	Ruban Sieste
mes_ribbon_name_015	Ruban Sourire
mes_ribbon_name_016	Ruban Sublime
mes_ribbon_name_017	Ruban Royal
mes_ribbon_name_018	Ruban Royal Sublime
mes_ribbon_name_019	Ruban Artiste
mes_ribbon_name_020	Ruban Empreinte
mes_ribbon_name_021	Ruban Record
mes_ribbon_name_022	Ruban Légende
mes_ribbon_name_023	Ruban Pays
mes_ribbon_name_024	Ruban National
mes_ribbon_name_025	Ruban Terre
mes_ribbon_name_026	Ruban Monde
mes_ribbon_name_027	Ruban Classique
mes_ribbon_name_028	Ruban Premier
mes_ribbon_name_029	Ruban Évènement
mes_ribbon_name_030	Ruban Anniversaire
mes_ribbon_name_031	Ruban Spécial
mes_ribbon_name_032	Ruban Souvenir
mes_ribbon_name_033	Ruban Souhait
mes_ribbon_name_034	Ruban Vainqueur Championnat
mes_ribbon_name_035	Ruban Champion Régional
mes_ribbon_name_036	Ruban Champion National
mes_ribbon_name_037	Ruban Champion du Monde
mes_ribbon_name_038	Ruban Souvenir Concours
mes_ribbon_name_039	Ruban Souvenir Combat
mes_ribbon_name_040	Ruban Maître de Hoenn
mes_ribbon_name_041	Ruban Star des Concours
mes_ribbon_name_042	Ruban Maître Sang-froid
mes_ribbon_name_043	Ruban Maître Beauté
mes_ribbon_name_044	Ruban Maître Grâce
mes_ribbon_name_045	Ruban Maître Intelligence
mes_ribbon_name_046	Ruban Maître Robustesse
mes_ribbon_name_047	Ruban Maître d'Alola
mes_ribbon_name_048	Ruban Champion Royal
mes_ribbon_name_049	Ruban Élite de l'Arbre
mes_ribbon_name_050	Ruban Maître de l'Arbre
mes_ribbon_info_001	Ruban commémorant la victoire contre le Maître de Kalos et l'entrée au Panthéon.
mes_ribbon_info_002	Ruban reçu il y a longtemps pour une victoire contre la Ligue Pokémon d'une certaine région.
mes_ribbon_info_003	Ruban commémorant la victoire contre le Maître de Sinnoh et l'entrée au Panthéon.
mes_ribbon_info_004	Ruban à offrir à un Pokémon auquel on est très attaché.
mes_ribbon_info_005	Ruban pour récompenser un Pokémon ayant réussi un entraînement sans pitié.
mes_ribbon_info_006	Ruban pour récompenser un Pokémon ayant remporté de difficiles combats.
mes_ribbon_info_007	Ruban pour récompenser un Pokémon s'étant surpassé au cours des combats.
mes_ribbon_info_008	Ruban pour récompenser un dur labeur.
mes_ribbon_info_009	Ruban rappelant un évènement vivifiant qui a créé de l'énergie vitale.
mes_ribbon_info_010	Ruban rappelant un évènement palpitant qui a rendu la vie plus passionnante.
mes_ribbon_info_011	Ruban rappelant des moments de tristesse ayant ajouté un peu de piment à la vie.
mes_ribbon_info_012	Ruban rappelant une négligence qui a aidé à prendre des décisions vitales.
mes_ribbon_info_013	Ruban rappelant un évènement rafraîchissant qui a ajouté du pep à la vie.
mes_ribbon_info_014	Ruban rappelant un évènement ensommeillé qui a rendu la vie plus reposante.
mes_ribbon_info_015	Ruban rappelant que le sourire améliore la qualité de vie.
mes_ribbon_info_016	Ruban somptueux et excentrique.
mes_ribbon_info_017	Incroyable ruban royal qui a un petit air de noblesse.
mes_ribbon_info_018	Ruban somptueux et royal, qui représente le comble de la beauté.
mes_ribbon_info_019	Ruban pour les modèles de Hoenn exposés au musée.
mes_ribbon_info_020	Ruban récompensant un Pokémon pour la qualité exceptionnelle de son empreinte.
mes_ribbon_info_021	Ruban récompensant un record incroyable.
mes_ribbon_info_022	Ruban récompensant un record légendaire.
mes_ribbon_info_023	Ruban récompensant la victoire à la Ligue Pokémon.
mes_ribbon_info_024	Ruban pour avoir triomphé face à toutes les difficultés.
mes_ribbon_info_025	Ruban récompensant 100 victoires à la suite.
mes_ribbon_info_026	Ruban récompensant la victoire à la Ligue Pokémon.
mes_ribbon_info_027	Ruban qui montre l'amour porté à un Pokémon.
mes_ribbon_info_028	Ruban commémorant un jour spécial.
mes_ribbon_info_029	Ruban récompensant la participation à un Évènement Pokémon.
mes_ribbon_info_030	Ruban commémorant un anniversaire.
mes_ribbon_info_031	Ruban spécial pour un jour très particulier.
mes_ribbon_info_032	Ruban commémorant un souvenir cher.
mes_ribbon_info_033	Ruban supposé exaucer les vœux.
mes_ribbon_info_034	Ruban récompensant la victoire à une compétition.
mes_ribbon_info_035	Ruban récompensant la victoire au Championnat Régional.
mes_ribbon_info_036	Ruban récompensant la victoire au Championnat National.
mes_ribbon_info_037	Ruban récompensant la victoire aux Pokémon World Championships.
mes_ribbon_info_038	Ruban reçu il y a longtemps dans une lointaine région. Il rappelle le souvenir de magnifiques concours !
mes_ribbon_info_039	Ruban reçu il y a longtemps dans une lointaine région. Il rappelle le souvenir de féroces combats !
mes_ribbon_info_040	Ruban commémorant la victoire contre le Maître de Hoenn et l'entrée au Panthéon.
mes_ribbon_info_041	Ruban offert à un Pokémon ayant marqué les esprits dans tous les types de concours possibles.
mes_ribbon_info_042	Ruban commémorant une incroyable démonstration de Sang-froid durant un concours.
mes_ribbon_info_043	Ruban commémorant une incroyable démonstration de Beauté durant un concours.
mes_ribbon_info_044	Ruban commémorant une incroyable démonstration de Grâce durant un concours.
mes_ribbon_info_045	Ruban commémorant une incroyable démonstration d'Intelligence durant un concours.
mes_ribbon_info_046	Ruban commémorant une incroyable démonstration de Robustesse durant un concours.
mes_ribbon_info_047	Ruban commémorant l'accession au rang de Maître d'Alola et l'entrée au Panthéon.
mes_ribbon_info_048	Ruban offert à un Pokémon étant sorti grand vainqueur de la Bataille Royale.
mes_ribbon_info_049	Ruban commémorant la victoire contre les Dresseurs de légende à l'Arbre de Combat.
mes_ribbon_info_050	Ruban commémorant la victoire contre les Dresseurs de légende en Combat Super à l'Arbre de Combat.
mes_ribbon_info_051	Ruban commémorant l'accession au rang de Maître de Galar et l'entrée au Panthéon.
mes_ribbon_info_052	Ruban commémorant la victoire contre le Maître de la Tour de Combat.
mes_ribbon_info_053	Ruban commémorant la victoire contre un Dresseur de niveau Master Ball en combat classé.
mes_ribbon_info_054	L'insigne d'un Pokémon affamé.
mes_ribbon_info_055	L'insigne d'un Pokémon endormi.
mes_ribbon_info_056	L'insigne d'un Pokémon fourbu.
mes_ribbon_info_057	L'insigne d'un Pokémon matinal.
mes_ribbon_info_058	L'insigne d'un Pokémon rêveur.
mes_ribbon_info_059	L'insigne d'un Pokémon trempé.
mes_ribbon_info_060	L'insigne d'un Pokémon survolté.
mes_ribbon_info_061	L'insigne d'un Pokémon enneigé.
mes_ribbon_info_062	L'insigne d'un Pokémon grelottant.
mes_ribbon_info_063	L'insigne d'un Pokémon assoiffé.
mes_ribbon_info_064	L'insigne d'un Pokémon ensablé.
mes_ribbon_info_065	L'insigne d'un Pokémon égaré.
mes_ribbon_info_066	L'insigne d'un Pokémon envoyé par le destin.
mes_ribbon_info_067	L'insigne d'un Pokémon frétillant.
mes_ribbon_info_068	L'insigne d'un Pokémon gastronome.
mes_ribbon_info_069	L'insigne d'un Pokémon sociable.
mes_ribbon_info_070	L'insigne d'un Pokémon rarissime.
mes_ribbon_info_071	L'insigne d'un Pokémon espiègle.
mes_ribbon_info_072	L'insigne d'un Pokémon insouciant.
mes_ribbon_info_075	L'insigne d'un Pokémon tendu.
mes_ribbon_info_076	L'insigne d'un Pokémon enthousiaste.
mes_ribbon_info_077	L'insigne d'un Pokémon charismatique.
mes_ribbon_info_078	L'insigne d'un Pokémon imperturbable.
mes_ribbon_info_079	L'insigne d'un Pokémon agressif.
mes_ribbon_info_080	L'insigne d'un Pokémon distrait.
mes_ribbon_info_081	L'insigne d'un Pokémon guilleret.
mes_ribbon_info_082	L'insigne d'un Pokémon contrarié.
mes_ribbon_info_083	L'insigne d'un Pokémon rieur.
mes_ribbon_info_084	L'insigne d'un Pokémon pleurnicheur.
mes_ribbon_info_085	L'insigne d'un Pokémon bien luné.
mes_ribbon_info_086	L'insigne d'un Pokémon mal luné.
mes_ribbon_info_087	L'insigne d'un Pokémon réfléchi.
mes_ribbon_info_088	L'insigne d'un Pokémon impulsif.
mes_ribbon_info_089	L'insigne d'un Pokémon opportuniste.
mes_ribbon_info_090	L'insigne d'un Pokémon menaçant.
mes_ribbon_info_091	L'insigne d'un Pokémon bienveillant.
mes_ribbon_info_092	L'insigne d'un Pokémon paniqué.
mes_ribbon_info_093	L'insigne d'un Pokémon motivé.
mes_ribbon_info_094	L'insigne d'un Pokémon nonchalant.
mes_ribbon_info_095	L'insigne d'un Pokémon fier.
mes_ribbon_info_096	L'insigne d'un Pokémon abattu.
mes_ribbon_info_097	L'insigne d'un Pokémon taciturne.
mes_ribbon_info_098	L'insigne d'un Pokémon frimeur.
mes_ribbon_info_099	L'insigne d'un Pokémon énergique.
mes_ribbon_info_100	L'insigne d'un Pokémon blessé.
mes_ribbon_name_051	Ruban Maître de Galar
mes_ribbon_name_052	Ruban Maître de la Tour
mes_ribbon_name_053	Ruban Top du Classement
mes_ribbon_name_054	Insigne Appétit
mes_ribbon_name_055	Insigne Minuit
mes_ribbon_name_056	Insigne Crépuscule
mes_ribbon_name_057	Insigne Aube
mes_ribbon_name_058	Insigne Nuages
mes_ribbon_name_059	Insigne Pluie
mes_ribbon_name_060	Insigne Tonnerre
mes_ribbon_name_061	Insigne Neige
mes_ribbon_name_062	Insigne Blizzard
mes_ribbon_name_063	Insigne Sécheresse
mes_ribbon_name_064	Insigne Tempête de Sable
mes_ribbon_name_065	Insigne Brume
mes_ribbon_name_066	Insigne Destin
mes_ribbon_name_067	Insigne Pêche
mes_ribbon_name_068	Insigne Curry
mes_ribbon_name_069	Insigne Sociabilité
mes_ribbon_name_070	Insigne Rareté
mes_ribbon_name_071	Insigne Espièglerie
mes_ribbon_name_072	Insigne Insouciance
mes_ribbon_name_075	Insigne Nervosité
mes_ribbon_name_076	Insigne Enthousiasme
mes_ribbon_name_077	Insigne Charisme
mes_ribbon_name_078	Insigne Sang-Froid
mes_ribbon_name_079	Insigne Sang Chaud
mes_ribbon_name_080	Insigne Inattention
mes_ribbon_name_081	Insigne Bonheur
mes_ribbon_name_082	Insigne Colère
mes_ribbon_name_083	Insigne Rire
mes_ribbon_name_084	Insigne Pleurs
mes_ribbon_name_085	Insigne Bonne Humeur
mes_ribbon_name_086	Insigne Saute d'Humeur
mes_ribbon_name_087	Insigne Réflexion
mes_ribbon_name_088	Insigne Impulsivité
mes_ribbon_name_089	Insigne Ruse
mes_ribbon_name_090	Insigne Menace
mes_ribbon_name_091	Insigne Gentillesse
mes_ribbon_name_092	Insigne Panique
mes_ribbon_name_093	Insigne Entrain
mes_ribbon_name_094	Insigne Nonchalance
mes_ribbon_name_095	Insigne Fierté
mes_ribbon_name_096	Insigne Abattement
mes_ribbon_name_097	Insigne Discrétion
mes_ribbon_name_098	Insigne Frime
mes_ribbon_name_099	Insigne Énergie
mes_ribbon_name_100	Insigne Blessure
mes_another_name_001	le Maître de Kalos
mes_another_name_002	le Maître
mes_another_name_003	le Maître de Sinnoh
mes_another_name_004	le Bon Ami
mes_another_name_005	le Surentraîné
mes_another_name_006	le Vétéran
mes_another_name_007	l'Expert
mes_another_name_008	le Déterminé
mes_another_name_009	le Vigilant
mes_another_name_010	le Choqué
mes_another_name_011	l'Attristé
mes_another_name_012	le Négligent
mes_another_name_013	le Détendu
mes_another_name_014	le Somnolent
mes_another_name_015	le Souriant
mes_another_name_016	le Sublime
mes_another_name_017	le Royal
mes_another_name_018	le Royalement Sublime
mes_another_name_019	le Modèle
mes_another_name_020	le Randonneur
mes_another_name_021	le Recordman
mes_another_name_022	la Légende Vivante
mes_another_name_023	le Victorieux
mes_another_name_024	le Triomphant
mes_another_name_025	le Cent Fois Victorieux
mes_another_name_026	le Roi du Monde
mes_another_name_027	le Fan de Pokémon
mes_another_name_028	le Fêtard
mes_another_name_029	le Compétiteur
mes_another_name_030	le Fidèle
mes_another_name_031	le Spécial
mes_another_name_032	le Bien-Aimé
mes_another_name_033	l'Exauceur de Souhaits
mes_another_name_034	le Vainqueur du Championnat
mes_another_name_035	le Champion Régional
mes_another_name_036	le Champion National
mes_another_name_037	le Champion du Monde
mes_another_name_038	le Compétiteur Inoubliable
mes_another_name_039	le Combattant Inoubliable
mes_another_name_040	le Maître de Hoenn
mes_another_name_041	la Star de Légende
mes_another_name_042	l'Ancienne Star
mes_another_name_043	la Beauté d'Antan
mes_another_name_044	la Grâce Incarnée
mes_another_name_045	le Génie
mes_another_name_046	l'Ancien Gros Dur
mes_another_name_047	le Maître d'Alola
mes_another_name_048	le Champion Royal
mes_another_name_049	le Vainqueur de l'Arbre
mes_another_name_050	le Maître de l'Arbre
mes_another_name_051	le Maître de Galar
mes_another_name_052	le Maître de la Tour
mes_another_name_053	le Maître du Classement
mes_another_name_054	l'Affamé
mes_another_name_055	l'Endormi
mes_another_name_056	le Fourbu
mes_another_name_057	le Matinal
mes_another_name_058	le Rêveur
mes_another_name_059	le Trempé
mes_another_name_060	le Survolté
mes_another_name_061	l'Enneigé
mes_another_name_062	le Grelottant
mes_another_name_063	l'Assoiffé
mes_another_name_064	l'Ensablé
mes_another_name_065	l'Égaré
mes_another_name_066	le Destiné
mes_another_name_067	le Frétillant
mes_another_name_068	le Gastronome
mes_another_name_069	le Sociable
mes_another_name_070	le Rarissime
mes_another_name_071	l'Espiègle
mes_another_name_072	l'Insouciant
mes_another_name_075	le Tendu
mes_another_name_076	l'Enthousiaste
mes_another_name_077	le Charismatique
mes_another_name_078	l'Imperturbable
mes_another_name_079	l'Agressif
mes_another_name_080	le Distrait
mes_another_name_081	le Guilleret
mes_another_name_082	le Contrarié
mes_another_name_083	le Rieur
mes_another_name_084	le Pleurnicheur
mes_another_name_085	le Bien Luné
mes_another_name_086	le Mal Luné
mes_another_name_087	le Réfléchi
mes_another_name_088	l'Impulsif
mes_another_name_089	l'Opportuniste
mes_another_name_090	le Menaçant
mes_another_name_091	le Bienveillant
mes_another_name_092	le Paniqué
mes_another_name_093	le Motivé
mes_another_name_094	le Nonchalant
mes_another_name_095	le Fier
mes_another_name_096	l'Abattu
mes_another_name_097	le Taciturne
mes_another_name_098	le Frimeur
mes_another_name_099	l'Énergique
mes_another_name_100	le Blessé

~~~~~~~~~~~~~~~
Text File : seikaku_fra.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	Hardi
SEIKAKU_001	Solo
SEIKAKU_002	Brave
SEIKAKU_003	Rigide
SEIKAKU_004	Mauvais
SEIKAKU_005	Assuré
SEIKAKU_006	Docile
SEIKAKU_007	Relax
SEIKAKU_008	Malin
SEIKAKU_009	Lâche
SEIKAKU_010	Timide
SEIKAKU_011	Pressé
SEIKAKU_012	Sérieux
SEIKAKU_013	Jovial
SEIKAKU_014	Naïf
SEIKAKU_015	Modeste
SEIKAKU_016	Doux
SEIKAKU_017	Discret
SEIKAKU_018	Pudique
SEIKAKU_019	Foufou
SEIKAKU_020	Calme
SEIKAKU_021	Gentil
SEIKAKU_022	Malpoli
SEIKAKU_023	Prudent
SEIKAKU_024	Bizarre

~~~~~~~~~~~~~~~
Text File : sp_achstep_fra.msbt
~~~~~~~~~~~~~~~
sp_achstep_box_000101	Déposer un Pokémon chromatique
sp_achstep_box_000102	Déposer 5 Pokémon chromatiques
sp_achstep_box_000103	Déposer 10 Pokémon chromatiques
sp_achstep_box_000201	Déposer 5 Pokémon contenus dans une Poké Ball
sp_achstep_box_000202	Déposer 15 Pokémon contenus dans une Poké Ball
sp_achstep_box_000203	Déposer 30 Pokémon contenus dans une Poké Ball
sp_achstep_box_000301	Déposer 5 Pokémon contenus dans une Super Ball
sp_achstep_box_000302	Déposer 15 Pokémon contenus dans une Super Ball
sp_achstep_box_000303	Déposer 30 Pokémon contenus dans une Super Ball
sp_achstep_box_000401	Déposer 5 Pokémon contenus dans une Filet Ball
sp_achstep_box_000402	Déposer 15 Pokémon contenus dans une Filet Ball
sp_achstep_box_000403	Déposer 30 Pokémon contenus dans une Filet Ball
sp_achstep_box_000501	Déposer 5 Pokémon contenus dans une Bis Ball
sp_achstep_box_000502	Déposer 15 Pokémon contenus dans une Bis Ball
sp_achstep_box_000503	Déposer 30 Pokémon contenus dans une Bis Ball
sp_achstep_box_000601	Déposer 5 Pokémon contenus dans une Chrono Ball
sp_achstep_box_000602	Déposer 15 Pokémon contenus dans une Chrono Ball
sp_achstep_box_000603	Déposer 30 Pokémon contenus dans une Chrono Ball
sp_achstep_box_000701	Déposer 5 Pokémon contenus dans une Hyper Ball
sp_achstep_box_000702	Déposer 15 Pokémon contenus dans une Hyper Ball
sp_achstep_box_000703	Déposer 30 Pokémon contenus dans une Hyper Ball
sp_achstep_box_000801	Déposer 5 Pokémon contenus dans une Faiblo Ball
sp_achstep_box_000802	Déposer 15 Pokémon contenus dans une Faiblo Ball
sp_achstep_box_000803	Déposer 30 Pokémon contenus dans une Faiblo Ball
sp_achstep_box_000901	Déposer 5 Pokémon contenus dans une Luxe Ball
sp_achstep_box_000902	Déposer 15 Pokémon contenus dans une Luxe Ball
sp_achstep_box_000903	Déposer 30 Pokémon contenus dans une Luxe Ball
sp_achstep_box_001001	Déposer 5 Pokémon contenus dans une Soin Ball
sp_achstep_box_001002	Déposer 15 Pokémon contenus dans une Soin Ball
sp_achstep_box_001003	Déposer 30 Pokémon contenus dans une Soin Ball
sp_achstep_box_001101	Déposer 5 Pokémon contenus dans une Scuba Ball
sp_achstep_box_001102	Déposer 15 Pokémon contenus dans une Scuba Ball
sp_achstep_box_001103	Déposer 30 Pokémon contenus dans une Scuba Ball
sp_achstep_box_001201	Déposer 5 Pokémon contenus dans une Rapide Ball
sp_achstep_box_001202	Déposer 15 Pokémon contenus dans une Rapide Ball
sp_achstep_box_001203	Déposer 30 Pokémon contenus dans une Rapide Ball
sp_achstep_box_001301	Déposer 5 Pokémon contenus dans une Sombre Ball
sp_achstep_box_001302	Déposer 15 Pokémon contenus dans une Sombre Ball
sp_achstep_box_001303	Déposer 30 Pokémon contenus dans une Sombre Ball
sp_achstep_box_001401	Déposer un Pokémon contenu dans une Master Ball
sp_achstep_box_001402	Déposer 5 Pokémon contenus dans une Master Ball
sp_achstep_box_001403	Déposer 10 Pokémon contenus dans une Master Ball
sp_achstep_box_001501	Déposer 5 Pokémon contenus dans une Honor Ball
sp_achstep_box_001502	Déposer 15 Pokémon contenus dans une Honor Ball
sp_achstep_box_001503	Déposer 30 Pokémon contenus dans une Honor Ball
sp_achstep_box_001601	Déposer un Pokémon contenu dans une Mémoire Ball
sp_achstep_box_001602	Déposer 5 Pokémon contenus dans une Mémoire Ball
sp_achstep_box_001603	Déposer 10 Pokémon contenus dans une Mémoire Ball
sp_achstep_box_001701	Déposer 5 Pokémon contenus dans une Ultra Ball
sp_achstep_box_001702	Déposer 15 Pokémon contenus dans une Ultra Ball
sp_achstep_box_001703	Déposer 30 Pokémon contenus dans une Ultra Ball
sp_achstep_box_001801	Déposer 5 Pokémon contenus dans une Rêve Ball
sp_achstep_box_001802	Déposer 15 Pokémon contenus dans une Rêve Ball
sp_achstep_box_001803	Déposer 30 Pokémon contenus dans une Rêve Ball
sp_achstep_box_001901	Déposer 5 Pokémon contenus dans une Safari Ball
sp_achstep_box_001902	Déposer 15 Pokémon contenus dans une Safari Ball
sp_achstep_box_001903	Déposer 30 Pokémon contenus dans une Safari Ball
sp_achstep_box_002001	Déposer 5 pokémon contenus dans une Compet'Ball
sp_achstep_box_002002	Déposer 15 Pokémon contenus dans une Compet'Ball
sp_achstep_box_002003	Déposer 30 Pokémon contenus dans une Compet'Ball
sp_achstep_box_002101	Déposer 5 Pokémon contenus dans une Speed Ball
sp_achstep_box_002102	Déposer 15 Pokémon contenus dans une Speed Ball
sp_achstep_box_002103	Déposer 30 Pokémon contenus dans une Speed Ball
sp_achstep_box_002201	Déposer 5 Pokémon contenus dans une Copain Ball
sp_achstep_box_002202	Déposer 15 Pokémon contenus dans une Copain Ball
sp_achstep_box_002203	Déposer 30 Pokémon contenus dans une Copain Ball
sp_achstep_box_002301	Déposer 5 Pokémon contenus dans une Masse Ball
sp_achstep_box_002302	Déposer 15 Pokémon contenus dans une Masse Ball
sp_achstep_box_002303	Déposer 30 Pokémon contenus dans une Masse Ball
sp_achstep_box_002401	Déposer 5 Pokémon contenus dans une Lune Ball
sp_achstep_box_002402	Déposer 15 Pokémon contenus dans une Lune Ball
sp_achstep_box_002403	Déposer 30 Pokémon contenus dans une Lune Ball
sp_achstep_box_002501	Déposer 5 Pokémon contenus dans une Love Ball
sp_achstep_box_002502	Déposer 15 Pokémon contenus dans une Love Ball
sp_achstep_box_002503	Déposer 30 Pokémon contenus dans une Love Ball
sp_achstep_box_002601	Déposer 5 Pokémon contenus dans une Appât Ball
sp_achstep_box_002602	Déposer 15 Pokémon contenus dans une Appât Ball
sp_achstep_box_002603	Déposer 30 Pokémon contenus dans une Appât Ball
sp_achstep_box_002701	Déposer 5 Pokémon contenus dans une Niveau Ball
sp_achstep_box_002702	Déposer 15 Pokémon contenus dans une Niveau Ball
sp_achstep_box_002703	Déposer 30 Pokémon contenus dans une Niveau Ball
sp_achstep_box_002801	Déposer 30 Pokémon
sp_achstep_box_002802	Déposer 100 Pokémon
sp_achstep_box_002803	Déposer 300 Pokémon
sp_achstep_box_s_0001	Avoir déposé un Arcko, un Poussifeu et un Gobou de la région de Hoenn
sp_achstep_box_s_0002	Avoir déposé un Arcko, un Massko et un Jungko de la région de Hoenn
sp_achstep_box_s_0003	Avoir déposé un Poussifeu, un Galifeu et un Braségali de la région de Hoenn
sp_achstep_box_s_0004	Avoir déposé un Gobou, un Flobio et un Laggron de la région de Hoenn
sp_achstep_box_s_0005	Avoir déposé Solgaleo, Lunala et Necrozma de la région d'Alola
sp_achstep_box_s_0006	Avoir déposé Groudon et Kyogre de la région de Hoenn
sp_achstep_box_s_0007	Avoir déposé Cosmog, Cosmovum, Solgaleo et Lunala de la région d'Alola
sp_achstep_box_s_0008	Avoir déposé un Tortipouss, un Ouisticram et un Tiplouf de la région de Sinnoh
sp_achstep_box_s_0009	Avoir déposé Dialga, Palkia et Giratina de la région de Sinnoh
sp_achstep_box_s_0010	Déposer 10 Pokémon Solo de nature
sp_achstep_box_s_0011	Déposer 10 Pokémon Rigides de nature
sp_achstep_box_s_0012	Déposer 10 Pokémon Mauvais de nature
sp_achstep_box_s_0013	Déposer 10 Pokémon Braves de nature
sp_achstep_box_s_0014	Déposer 10 Pokémon Assurés de nature
sp_achstep_box_s_0015	Déposer 10 Pokémon Malins de nature
sp_achstep_box_s_0016	Déposer 10 Pokémon Lâches de nature
sp_achstep_box_s_0017	Déposer 10 Pokémon Relax de nature
sp_achstep_box_s_0018	Déposer 10 Pokémon Modestes de nature
sp_achstep_box_s_0019	Déposer 10 Pokémon Doux de nature
sp_achstep_box_s_0020	Déposer 10 Pokémon Foufous de nature
sp_achstep_box_s_0021	Déposer 10 Pokémon Discrets de nature
sp_achstep_box_s_0022	Déposer 10 Pokémon Calmes de nature
sp_achstep_box_s_0023	Déposer 10 Pokémon Gentils de nature
sp_achstep_box_s_0024	Déposer 10 Pokémon Prudents de nature
sp_achstep_box_s_0025	Déposer 10 Pokémon Malpolis de nature
sp_achstep_box_s_0026	Déposer 10 Pokémon Timides de nature
sp_achstep_box_s_0027	Déposer 10 Pokémon Pressés de nature
sp_achstep_box_s_0028	Déposer 10 Pokémon Joviaux de nature
sp_achstep_box_s_0029	Déposer 10 Pokémon Naïfs de nature
sp_achstep_box_s_0030	Déposer 10 Pokémon Pudiques de nature
sp_achstep_box_s_0031	Déposer 10 Pokémon Hardis de nature
sp_achstep_box_s_0032	Déposer 10 Pokémon Dociles de nature
sp_achstep_box_s_0033	Déposer 10 Pokémon Bizarres de nature
sp_achstep_box_s_0034	Déposer 10 Pokémon Sérieux de nature
sp_achstep_box_s_0035	Déposer 30 Pikachu
sp_achstep_box_s_0036	Déposer 30 Métamorph
sp_achstep_box_s_0037	Avoir déposé un Pikachu de la région de Kanto
sp_achstep_box_s_0038	Avoir déposé un Évoli de la région de Kanto
sp_achstep_box_s_0039	Avoir déposé un Dracaufeu de la bonne vieille région de Kanto
