~~~~~~~~~~~~~~~
Text File : itemname_tch.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	無
MONSNAME_839	巨炭山
MONSNAME_840	啃果蟲
MONSNAME_841	蘋裹龍
MONSNAME_842	豐蜜龍
MONSNAME_843	沙包蛇
MONSNAME_844	沙螺蟒
MONSNAME_845	古月鳥
MONSNAME_846	刺梭魚
MONSNAME_847	戽斗尖梭
MONSNAME_848	毒電嬰
MONSNAME_849	顫弦蠑螈
MONSNAME_850	燒火蚣
MONSNAME_851	焚焰蚣
MONSNAME_852	拳拳蛸
MONSNAME_853	八爪武師
MONSNAME_854	來悲茶
MONSNAME_855	怖思壺
MONSNAME_856	迷布莉姆
MONSNAME_857	提布莉姆
MONSNAME_858	布莉姆溫
MONSNAME_859	搗蛋小妖
MONSNAME_860	詐唬魔
MONSNAME_861	長毛巨魔
MONSNAME_862	堵攔熊
MONSNAME_863	喵頭目
MONSNAME_864	魔靈珊瑚
MONSNAME_865	蔥遊兵
MONSNAME_866	踏冰人偶
MONSNAME_867	死神板
MONSNAME_868	小仙奶
MONSNAME_869	霜奶仙
MONSNAME_870	列陣兵
MONSNAME_871	啪嚓海膽
MONSNAME_872	雪吞蟲
MONSNAME_873	雪絨蛾
MONSNAME_874	巨石丁
MONSNAME_875	冰砌鵝
MONSNAME_876	愛管侍
MONSNAME_877	莫魯貝可
MONSNAME_878	銅象
MONSNAME_879	大王銅象
MONSNAME_880	雷鳥龍
MONSNAME_881	雷鳥海獸
MONSNAME_882	鰓魚龍
MONSNAME_883	鰓魚海獸
MONSNAME_884	鋁鋼龍
MONSNAME_885	多龍梅西亞
MONSNAME_886	多龍奇
MONSNAME_887	多龍巴魯托
MONSNAME_888	蒼響
MONSNAME_889	藏瑪然特
MONSNAME_890	無極汰那
MONSNAME_891	熊徒弟
MONSNAME_892	武道熊師
MONSNAME_893	薩戮德
MONSNAME_894	雷吉艾勒奇
MONSNAME_895	雷吉鐸拉戈
MONSNAME_896	雪暴馬
MONSNAME_897	靈幽馬
MONSNAME_898	蕾冠王

~~~~~~~~~~~~~~~
Text File : place_name_spe_tch.msbt
~~~~~~~~~~~~~~~
MAPNAME_KANTO	關都地區
MAPNAME_ZYOTO	城都地區
MAPNAME_HOUEN	豐緣地區
MAPNAME_SINOH	神奧地區
MAPNAME_TOOKUHANARETATOTI	遙遠的土地
MAPNAME_IISHU	合眾地區
MAPNAME_KAROSU	卡洛斯地區
MAPNAME_HOLOHOLO	Pokémon GO
MAPNAME_VCKANTOH	關都地區
MAPNAME_AROORA	阿羅拉地區
MAPNAME_VCZYOTO	城都地區
MAPNAME_LETSGO	關都地區
MAPNAME_GARARU	伽勒爾地區
MAPNAME_HOME	Pokémon HOME

~~~~~~~~~~~~~~~
Text File : ribbon_tch.msbt
~~~~~~~~~~~~~~~
mes_ribbon_name_001	卡洛斯冠軍獎章
mes_ribbon_name_002	冠軍獎章
mes_ribbon_name_003	神奧冠軍獎章
mes_ribbon_name_004	好友獎章
mes_ribbon_name_005	修行獎章
mes_ribbon_name_006	高手對戰獎章
mes_ribbon_name_007	大師對戰獎章
mes_ribbon_name_008	努力獎章
mes_ribbon_name_009	振奮獎章
mes_ribbon_name_010	心跳獎章
mes_ribbon_name_011	失望獎章
mes_ribbon_name_012	大意獎章
mes_ribbon_name_013	爽快獎章
mes_ribbon_name_014	酣睡獎章
mes_ribbon_name_015	歡笑獎章
mes_ribbon_name_016	豪華獎章
mes_ribbon_name_017	高貴獎章
mes_ribbon_name_018	豪華高貴獎章
mes_ribbon_name_019	肖像獎章
mes_ribbon_name_020	腳印獎章
mes_ribbon_name_021	紀錄獎章
mes_ribbon_name_022	傳說獎章
mes_ribbon_name_023	地區獎章
mes_ribbon_name_024	國家獎章
mes_ribbon_name_025	地球獎章
mes_ribbon_name_026	世界獎章
mes_ribbon_name_027	經典獎章
mes_ribbon_name_028	紀念獎章
mes_ribbon_name_029	活動獎章
mes_ribbon_name_030	生日獎章
mes_ribbon_name_031	特殊獎章
mes_ribbon_name_032	回憶獎章
mes_ribbon_name_033	許願獎章
mes_ribbon_name_034	對戰冠軍獎章
mes_ribbon_name_035	地區冠軍獎章
mes_ribbon_name_036	國家冠軍獎章
mes_ribbon_name_037	世界冠軍獎章
mes_ribbon_name_038	華麗大賽回憶獎章
mes_ribbon_name_039	對戰回憶獎章
mes_ribbon_name_040	豐緣冠軍獎章
mes_ribbon_name_041	華麗大賽之星獎章
mes_ribbon_name_042	帥氣大師獎章
mes_ribbon_name_043	美麗大師獎章
mes_ribbon_name_044	可愛大師獎章
mes_ribbon_name_045	聰明大師獎章
mes_ribbon_name_046	強壯大師獎章
mes_ribbon_name_047	阿羅拉冠軍獎章
mes_ribbon_name_048	皇家大師獎章
mes_ribbon_name_049	高手對戰樹獎章
mes_ribbon_name_050	大師對戰樹獎章
mes_ribbon_info_001	在卡洛斯奪冠並登入 名人堂後獲得的紀念獎章。
mes_ribbon_info_002	以前在某地的聯盟裡勝出並登入 名人堂後獲得的紀念獎章。
mes_ribbon_info_003	在神奧奪冠並登入 名人堂後獲得的紀念獎章。
mes_ribbon_info_004	贈予彼此密不可分的寶可夢的獎章。
mes_ribbon_info_005	贈予通過了嚴酷考驗的寶可夢的獎章。
mes_ribbon_info_006	贈予在苦戰中勝出的寶可夢的獎章。
mes_ribbon_info_007	贈予戰鬥造詣之最的 強者寶可夢的獎章。
mes_ribbon_info_008	贈予勤奮努力的寶可夢的獎章。
mes_ribbon_info_009	能令人回憶起振奮之事， 為人生提供能量的獎章。
mes_ribbon_info_010	能令人回憶起心跳之事， 為人生增添快樂的獎章。
mes_ribbon_info_011	能令人回憶起失望之情， 為人生帶來雜陳之感的獎章。
mes_ribbon_info_012	能令人回憶起以往的粗心大意， 為人生帶來真諦的獎章。
mes_ribbon_info_013	能令人回憶起爽快的經歷， 讓人生煥發活力的獎章。
mes_ribbon_info_014	能令人回憶起曾經的酣睡， 為人生帶來安寧的獎章。
mes_ribbon_info_015	能令人回憶起曾經的歡笑， 為人生增添色彩的獎章。
mes_ribbon_info_016	前所未有的豪華， 有著璀璨感覺的獎章。
mes_ribbon_info_017	無與倫比的高貴， 有著高雅感覺的獎章。
mes_ribbon_info_018	絕無僅有，舉世無雙 豪華且高貴的獎章。
mes_ribbon_info_019	為紀念在豐緣成為 華麗肖像畫模特兒的獎章。
mes_ribbon_info_020	有著最棒腳印的寶可夢可獲得的獎章。
mes_ribbon_info_021	為紀念留下了驚人紀錄的獎章。
mes_ribbon_info_022	為紀念留下了傳說般紀錄的獎章。
mes_ribbon_info_023	寶可夢聯盟冠軍紀念獎章。
mes_ribbon_info_024	為紀念克服了所有困難的獎章。
mes_ribbon_info_025	為紀念完成了 連勝１００人的獎章。
mes_ribbon_info_026	寶可夢聯盟冠軍紀念獎章。
mes_ribbon_info_027	代表著非常喜歡寶可夢的紀念獎章。
mes_ribbon_info_028	紀念日的紀念獎章。
mes_ribbon_info_029	為紀念參加了寶可夢活動的獎章。
mes_ribbon_info_030	生日的紀念獎章。
mes_ribbon_info_031	特殊日子的特殊獎章。
mes_ribbon_info_032	紀念特殊回憶的獎章。
mes_ribbon_info_033	據說能讓願望成真的獎章。
mes_ribbon_info_034	對戰大賽冠軍紀念獎章。
mes_ribbon_info_035	Pokémon World Championships（寶可夢世界錦標賽） 地區大賽冠軍紀念獎章。
mes_ribbon_info_036	Pokémon World Championships（寶可夢世界錦標賽） 國內大賽冠軍紀念獎章。
mes_ribbon_info_037	Pokémon World Championships（寶可夢世界錦標賽） 世界大賽冠軍紀念獎章。
mes_ribbon_info_038	以前在某地收集到的獎章。 滿載著華麗大賽的回憶！
mes_ribbon_info_039	以前在某地收集到的獎章。 滿載著戰鬥的回憶！
mes_ribbon_info_040	在豐緣奪冠並登入 名人堂後獲得的紀念獎章。
mes_ribbon_info_041	贈予在所有華麗大賽中有著非凡表現的 寶可夢的紀念獎章。
mes_ribbon_info_042	贈予在華麗大賽中有著帥氣表現的 寶可夢的紀念獎章。
mes_ribbon_info_043	贈予在華麗大賽中有著美麗表現的 寶可夢的紀念獎章。
mes_ribbon_info_044	贈予在華麗大賽中有著可愛表現的 寶可夢的紀念獎章。
mes_ribbon_info_045	贈予在華麗大賽中有著聰明表現的 寶可夢的紀念獎章。
mes_ribbon_info_046	贈予在華麗大賽中有著強壯表現的 寶可夢的紀念獎章。
mes_ribbon_info_047	在阿羅拉成為冠軍並登入 名人堂後獲得的紀念獎章。
mes_ribbon_info_048	贈予在皇家對戰中勝出的 寶可夢的紀念獎章。
mes_ribbon_info_049	戰勝了對戰樹的 對戰傳奇的紀念獎章。
mes_ribbon_info_050	在超級對戰中戰勝了對戰樹的 對戰傳奇的紀念獎章。
mes_ribbon_info_051	在伽勒爾成為冠軍並登入 名人堂後獲得的紀念獎章。
mes_ribbon_info_052	在對戰塔中戰勝了 對戰塔冠軍的紀念獎章。
mes_ribbon_info_053	在大師球級的級別對戰中 戰勝了訓練家的紀念獎章。
mes_ribbon_info_054	肚子餓扁了的寶可夢的證明。
mes_ribbon_info_055	想睡覺的寶可夢的證明。
mes_ribbon_info_056	開始犯睏的寶可夢的證明。
mes_ribbon_info_057	很早就醒來的寶可夢的證明。
mes_ribbon_info_058	盯著雲看的寶可夢的證明。
mes_ribbon_info_059	在雨中哽咽的寶可夢的證明。
mes_ribbon_info_060	對打雷大呼小叫的寶可夢的證明。
mes_ribbon_info_061	在雪裡打滾的寶可夢的證明。
mes_ribbon_info_062	凍得發抖的寶可夢的證明。
mes_ribbon_info_063	喉嚨乾渴的寶可夢的證明。
mes_ribbon_info_064	滿身沙子的寶可夢的證明。
mes_ribbon_info_065	對霧感到困惑的寶可夢的證明。
mes_ribbon_info_066	命中注定的寶可夢的證明。
mes_ribbon_info_067	剛釣上來活蹦亂跳的寶可夢的證明。
mes_ribbon_info_068	喜歡咖哩的寶可夢的證明。
mes_ribbon_info_069	不怕人的寶可夢的證明。
mes_ribbon_info_070	沒見過人類的寶可夢的證明。
mes_ribbon_info_071	脾氣暴躁的寶可夢的證明。
mes_ribbon_info_072	腦袋空空的寶可夢的證明。
mes_ribbon_info_075	心跳不已的寶可夢的證明。
mes_ribbon_info_076	興奮的寶可夢的證明。
mes_ribbon_info_077	感覺到氣場的寶可夢的證明。
mes_ribbon_info_078	酷酷的寶可夢的證明。
mes_ribbon_info_079	好鬥的寶可夢的證明。
mes_ribbon_info_080	在發呆的寶可夢的證明。
mes_ribbon_info_081	看起來很幸福的寶可夢的證明。
mes_ribbon_info_082	氣呼呼的寶可夢的證明。
mes_ribbon_info_083	笑瞇瞇的寶可夢的證明。
mes_ribbon_info_084	淚汪汪的寶可夢的證明。
mes_ribbon_info_085	心情好的寶可夢的證明。
mes_ribbon_info_086	心情不好的寶可夢的證明。
mes_ribbon_info_087	聰慧的寶可夢的證明。
mes_ribbon_info_088	狂暴的寶可夢的證明。
mes_ribbon_info_089	伺機而動的寶可夢的證明。
mes_ribbon_info_090	粗獷的寶可夢的證明。
mes_ribbon_info_091	溫柔的寶可夢的證明。
mes_ribbon_info_092	慌慌張張的寶可夢的證明。
mes_ribbon_info_093	充滿幹勁的寶可夢的證明。
mes_ribbon_info_094	毫無幹勁的寶可夢的證明。
mes_ribbon_info_095	囂張跋扈的寶可夢的證明。
mes_ribbon_info_096	缺乏自信的寶可夢的證明。
mes_ribbon_info_097	樸素的寶可夢的證明。
mes_ribbon_info_098	裝模作樣的寶可夢的證明。
mes_ribbon_info_099	精力充沛的寶可夢的證明。
mes_ribbon_info_100	看似疲憊的寶可夢的證明。
mes_ribbon_name_051	伽勒爾冠軍獎章
mes_ribbon_name_052	對戰塔大師獎章
mes_ribbon_name_053	級別對戰大師獎章
mes_ribbon_name_054	正午之證
mes_ribbon_name_055	午夜之證
mes_ribbon_name_056	黃昏之證
mes_ribbon_name_057	拂曉之證
mes_ribbon_name_058	陰雲之證
mes_ribbon_name_059	降雨之證
mes_ribbon_name_060	落雷之證
mes_ribbon_name_061	降雪之證
mes_ribbon_name_062	暴雪之證
mes_ribbon_name_063	乾燥之證
mes_ribbon_name_064	沙塵之證
mes_ribbon_name_065	濃霧之證
mes_ribbon_name_066	命運之證
mes_ribbon_name_067	上鉤之證
mes_ribbon_name_068	咖哩之證
mes_ribbon_name_069	偶遇之證
mes_ribbon_name_070	未知之證
mes_ribbon_name_071	淘氣之證
mes_ribbon_name_072	無慮之證
mes_ribbon_name_075	緊張之證
mes_ribbon_name_076	期待之證
mes_ribbon_name_077	領袖之證
mes_ribbon_name_078	冷靜之證
mes_ribbon_name_079	熱情之證
mes_ribbon_name_080	疏忽之證
mes_ribbon_name_081	幸福之證
mes_ribbon_name_082	憤怒之證
mes_ribbon_name_083	微笑之證
mes_ribbon_name_084	悲傷之證
mes_ribbon_name_085	爽快之證
mes_ribbon_name_086	激動之證
mes_ribbon_name_087	理性之證
mes_ribbon_name_088	本能之證
mes_ribbon_name_089	狡猾之證
mes_ribbon_name_090	兇悍之證
mes_ribbon_name_091	優雅之證
mes_ribbon_name_092	動搖之證
mes_ribbon_name_093	昂揚之證
mes_ribbon_name_094	倦怠之證
mes_ribbon_name_095	自信之證
mes_ribbon_name_096	自卑之證
mes_ribbon_name_097	木訥之證
mes_ribbon_name_098	不純之證
mes_ribbon_name_099	活力之證
mes_ribbon_name_100	不振之證
mes_another_name_001	卡洛斯冠軍
mes_another_name_002	冠軍
mes_another_name_003	神奧冠軍
mes_another_name_004	摯友
mes_another_name_005	一起接受過試煉的
mes_another_name_006	經驗老到的
mes_another_name_007	高手
mes_another_name_008	那時很努力的
mes_another_name_009	那天精神抖擻的
mes_another_name_010	以前是膽小鬼的
mes_another_name_011	有著傷心過去的
mes_another_name_012	也曾犯錯的
mes_another_name_013	那天神清氣爽的
mes_another_name_014	總是在睡覺的
mes_another_name_015	笑口常開的
mes_another_name_016	豪華
mes_another_name_017	皇家
mes_another_name_018	豪華＆皇家
mes_another_name_019	成為繪畫模特兒的
mes_another_name_020	以自己的腳印為傲的
mes_another_name_021	保持紀錄的
mes_another_name_022	保持厲害紀錄的
mes_another_name_023	優勝者
mes_another_name_024	克服了困難的
mes_another_name_025	１００連勝的
mes_another_name_026	稱霸世界的
mes_another_name_027	喜歡寶可夢的
mes_another_name_028	度過了紀念日的
mes_another_name_029	參加了活動的
mes_another_name_030	總是在一起的
mes_another_name_031	特別日子裡的
mes_another_name_032	精彩回憶裡的
mes_another_name_033	夢想成真的
mes_another_name_034	對戰冠軍
mes_another_name_035	地區冠軍
mes_another_name_036	國家冠軍
mes_another_name_037	世界冠軍
mes_another_name_038	輝煌回憶裡的
mes_another_name_039	熱血回憶裡的
mes_another_name_040	豐緣冠軍
mes_another_name_041	傳奇明星
mes_another_name_042	曾是明星的
mes_another_name_043	當時美麗動人的
mes_another_name_044	曾是偶像的
mes_another_name_045	被稱作天才的
mes_another_name_046	曾經渾身肌肉的
mes_another_name_047	阿羅拉冠軍
mes_another_name_048	皇家大師
mes_another_name_049	對戰樹贏家
mes_another_name_050	對戰樹大師
mes_another_name_051	伽勒爾冠軍
mes_another_name_052	對戰塔大師
mes_another_name_053	級別對戰大師
mes_another_name_054	肚子餓扁了的
mes_another_name_055	想睡覺的
mes_another_name_056	開始犯睏的
mes_another_name_057	很早就醒來的
mes_another_name_058	盯著雲看的
mes_another_name_059	在雨中哽咽的
mes_another_name_060	對打雷大呼小叫的
mes_another_name_061	在雪裡打滾的
mes_another_name_062	凍得發抖的
mes_another_name_063	喉嚨乾渴的
mes_another_name_064	滿身沙子的
mes_another_name_065	對霧感到困惑的
mes_another_name_066	命中注定的
mes_another_name_067	剛釣上來活蹦亂跳的
mes_another_name_068	喜歡咖哩的
mes_another_name_069	不怕人的
mes_another_name_070	沒見過人類的
mes_another_name_071	脾氣暴躁的
mes_another_name_072	腦袋空空的
mes_another_name_075	心跳不已的
mes_another_name_076	興奮的
mes_another_name_077	感覺到氣場的
mes_another_name_078	酷酷的
mes_another_name_079	好鬥的
mes_another_name_080	在發呆的
mes_another_name_081	看起來很幸福的
mes_another_name_082	氣呼呼的
mes_another_name_083	笑瞇瞇的
mes_another_name_084	淚汪汪的
mes_another_name_085	心情好的
mes_another_name_086	心情不好的
mes_another_name_087	聰慧的
mes_another_name_088	狂暴的
mes_another_name_089	伺機而動的
mes_another_name_090	粗獷的
mes_another_name_091	溫柔的
mes_another_name_092	慌慌張張的
mes_another_name_093	充滿幹勁的
mes_another_name_094	毫無幹勁的
mes_another_name_095	囂張跋扈的
mes_another_name_096	缺乏自信的
mes_another_name_097	樸素的
mes_another_name_098	裝模作樣的
mes_another_name_099	精力充沛的
mes_another_name_100	看似疲憊的

~~~~~~~~~~~~~~~
Text File : seikaku_tch.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	勤奮
SEIKAKU_001	怕寂寞
SEIKAKU_002	勇敢
SEIKAKU_003	固執
SEIKAKU_004	頑皮
SEIKAKU_005	大膽
SEIKAKU_006	坦率
SEIKAKU_007	悠閒
SEIKAKU_008	淘氣
SEIKAKU_009	樂天
SEIKAKU_010	膽小
SEIKAKU_011	急躁
SEIKAKU_012	認真
SEIKAKU_013	爽朗
SEIKAKU_014	天真
SEIKAKU_015	內斂
SEIKAKU_016	慢吞吞
SEIKAKU_017	冷靜
SEIKAKU_018	害羞
SEIKAKU_019	馬虎
SEIKAKU_020	溫和
SEIKAKU_021	溫順
SEIKAKU_022	自大
SEIKAKU_023	慎重
SEIKAKU_024	浮躁

~~~~~~~~~~~~~~~
Text File : sp_achstep_tch.msbt
~~~~~~~~~~~~~~~
sp_achstep_box_000101	寄放１隻異色寶可夢。
sp_achstep_box_000102	寄放５隻異色寶可夢。
sp_achstep_box_000103	寄放１０隻異色寶可夢。
sp_achstep_box_000201	寄放５隻在精靈球裡的寶可夢。
sp_achstep_box_000202	寄放１５隻在精靈球裡的寶可夢。
sp_achstep_box_000203	寄放３０隻在精靈球裡的寶可夢。
sp_achstep_box_000301	寄放５隻在超級球裡的寶可夢。
sp_achstep_box_000302	寄放１５隻在超級球裡的寶可夢。
sp_achstep_box_000303	寄放３０隻在超級球裡的寶可夢。
sp_achstep_box_000401	寄放５隻在捕網球裡的寶可夢。
sp_achstep_box_000402	寄放１５隻在捕網球裡的寶可夢。
sp_achstep_box_000403	寄放３０隻在捕網球裡的寶可夢。
sp_achstep_box_000501	寄放５隻在重複球裡的寶可夢。
sp_achstep_box_000502	寄放１５隻在重複球裡的寶可夢。
sp_achstep_box_000503	寄放３０隻在重複球裡的寶可夢。
sp_achstep_box_000601	寄放５隻在計時球裡的寶可夢。
sp_achstep_box_000602	寄放１５隻在計時球裡的寶可夢。
sp_achstep_box_000603	寄放３０隻在計時球裡的寶可夢。
sp_achstep_box_000701	寄放５隻在高級球裡的寶可夢。
sp_achstep_box_000702	寄放１５隻在高級球裡的寶可夢。
sp_achstep_box_000703	寄放３０隻在高級球裡的寶可夢。
sp_achstep_box_000801	寄放５隻在巢穴球裡的寶可夢。
sp_achstep_box_000802	寄放１５隻在巢穴球裡的寶可夢。
sp_achstep_box_000803	寄放３０隻在巢穴球裡的寶可夢。
sp_achstep_box_000901	寄放５隻在豪華球裡的寶可夢。
sp_achstep_box_000902	寄放１５隻在豪華球裡的寶可夢。
sp_achstep_box_000903	寄放３０隻在豪華球裡的寶可夢。
sp_achstep_box_001001	寄放５隻在治癒球裡的寶可夢。
sp_achstep_box_001002	寄放１５隻在治癒球裡的寶可夢。
sp_achstep_box_001003	寄放３０隻在治癒球裡的寶可夢。
sp_achstep_box_001101	寄放５隻在潛水球裡的寶可夢。
sp_achstep_box_001102	寄放１５隻在潛水球裡的寶可夢。
sp_achstep_box_001103	寄放３０隻在潛水球裡的寶可夢。
sp_achstep_box_001201	寄放５隻在先機球裡的寶可夢。
sp_achstep_box_001202	寄放１５隻在先機球裡的寶可夢。
sp_achstep_box_001203	寄放３０隻在先機球裡的寶可夢。
sp_achstep_box_001301	寄放５隻在黑暗球裡的寶可夢。
sp_achstep_box_001302	寄放１５隻在黑暗球裡的寶可夢。
sp_achstep_box_001303	寄放３０隻在黑暗球裡的寶可夢。
sp_achstep_box_001401	寄放１隻在大師球裡的寶可夢。
sp_achstep_box_001402	寄放５隻在大師球裡的寶可夢。
sp_achstep_box_001403	寄放１０隻在大師球裡的寶可夢。
sp_achstep_box_001501	寄放５隻在紀念球裡的寶可夢。
sp_achstep_box_001502	寄放１５隻在紀念球裡的寶可夢。
sp_achstep_box_001503	寄放３０隻在紀念球裡的寶可夢。
sp_achstep_box_001601	寄放１隻在貴重球裡的寶可夢。
sp_achstep_box_001602	寄放５隻在貴重球裡的寶可夢。
sp_achstep_box_001603	寄放１０隻在貴重球裡的寶可夢。
sp_achstep_box_001701	寄放５隻在究極球裡的寶可夢。
sp_achstep_box_001702	寄放１５隻在究極球裡的寶可夢。
sp_achstep_box_001703	寄放３０隻在究極球裡的寶可夢。
sp_achstep_box_001801	寄放５隻在夢境球裡的寶可夢。
sp_achstep_box_001802	寄放１５隻在夢境球裡的寶可夢。
sp_achstep_box_001803	寄放３０隻在夢境球裡的寶可夢。
sp_achstep_box_001901	寄放５隻在狩獵球裡的寶可夢。
sp_achstep_box_001902	寄放１５隻在狩獵球裡的寶可夢。
sp_achstep_box_001903	寄放３０隻在狩獵球裡的寶可夢。
sp_achstep_box_002001	寄放５隻在競賽球裡的寶可夢。
sp_achstep_box_002002	寄放１５隻在競賽球裡的寶可夢。
sp_achstep_box_002003	寄放３０隻在競賽球裡的寶可夢。
sp_achstep_box_002101	寄放５隻在速度球裡的寶可夢。
sp_achstep_box_002102	寄放１５隻在速度球裡的寶可夢。
sp_achstep_box_002103	寄放３０隻在速度球裡的寶可夢。
sp_achstep_box_002201	寄放５隻在友友球裡的寶可夢。
sp_achstep_box_002202	寄放１５隻在友友球裡的寶可夢。
sp_achstep_box_002203	寄放３０隻在友友球裡的寶可夢。
sp_achstep_box_002301	寄放５隻在沉重球裡的寶可夢。
sp_achstep_box_002302	寄放１５隻在沉重球裡的寶可夢。
sp_achstep_box_002303	寄放３０隻在沉重球裡的寶可夢。
sp_achstep_box_002401	寄放５隻在月亮球裡的寶可夢。
sp_achstep_box_002402	寄放１５隻在月亮球裡的寶可夢。
sp_achstep_box_002403	寄放３０隻在月亮球裡的寶可夢。
sp_achstep_box_002501	寄放５隻在甜蜜球裡的寶可夢。
sp_achstep_box_002502	寄放１５隻在甜蜜球裡的寶可夢。
sp_achstep_box_002503	寄放３０隻在甜蜜球裡的寶可夢。
sp_achstep_box_002601	寄放５隻在誘餌球裡的寶可夢
sp_achstep_box_002602	寄放１５隻在誘餌球裡的寶可夢。
sp_achstep_box_002603	寄放３０隻在誘餌球裡的寶可夢。
sp_achstep_box_002701	寄放５隻在等級球裡的寶可夢。
sp_achstep_box_002702	寄放１５隻在等級球裡的寶可夢。
sp_achstep_box_002703	寄放３０隻在等級球裡的寶可夢。
sp_achstep_box_002801	寄放３０隻寶可夢。
sp_achstep_box_002802	寄放１００隻寶可夢。
sp_achstep_box_002803	寄放３００隻寶可夢。
sp_achstep_box_s_0001	已登錄豐緣地區的 木守宮、火稚雞和水躍魚！
sp_achstep_box_s_0002	已登錄豐緣地區的 木守宮、森林蜥蜴和蜥蜴王！
sp_achstep_box_s_0003	已登錄豐緣地區的 火稚雞、力壯雞和火焰雞！
sp_achstep_box_s_0004	已登錄豐緣地區的 水躍魚、沼躍魚和巨沼怪！
sp_achstep_box_s_0005	已登錄阿羅拉地區的 索爾迦雷歐、露奈雅拉和奈克洛茲瑪！
sp_achstep_box_s_0006	已登錄豐緣地區的固拉多和蓋歐卡！
sp_achstep_box_s_0007	已登錄阿羅拉地區的科斯莫古、 科斯莫姆、索爾迦雷歐和露奈雅拉！
sp_achstep_box_s_0008	已登錄神奧地區的 草苗龜、小火焰猴和波加曼！
sp_achstep_box_s_0009	已登錄神奧地區的 帝牙盧卡、帕路奇亞和騎拉帝納！
sp_achstep_box_s_0010	已寄放１０隻性格怕寂寞的寶可夢！
sp_achstep_box_s_0011	已寄放１０隻性格固執的寶可夢！
sp_achstep_box_s_0012	已寄放１０隻性格頑皮的寶可夢！
sp_achstep_box_s_0013	已寄放１０隻性格勇敢的寶可夢！
sp_achstep_box_s_0014	已寄放１０隻性格大膽的寶可夢！
sp_achstep_box_s_0015	已寄放１０隻性格淘氣的寶可夢！
sp_achstep_box_s_0016	已寄放１０隻性格樂天的寶可夢！
sp_achstep_box_s_0017	已寄放１０隻性格悠閒的寶可夢！
sp_achstep_box_s_0018	已寄放１０隻性格內斂的寶可夢！
sp_achstep_box_s_0019	已寄放１０隻性格慢吞吞的寶可夢！
sp_achstep_box_s_0020	已寄放１０隻性格馬虎的寶可夢！
sp_achstep_box_s_0021	已寄放１０隻性格冷靜的寶可夢！
sp_achstep_box_s_0022	已寄放１０隻性格溫和的寶可夢！
sp_achstep_box_s_0023	已寄放１０隻性格溫順的寶可夢！
sp_achstep_box_s_0024	已寄放１０隻性格慎重的寶可夢！
sp_achstep_box_s_0025	已寄放１０隻性格自大的寶可夢！
sp_achstep_box_s_0026	已寄放１０隻性格膽小的寶可夢！
sp_achstep_box_s_0027	已寄放１０隻性格急躁的寶可夢！
sp_achstep_box_s_0028	已寄放１０隻性格爽朗的寶可夢！
sp_achstep_box_s_0029	已寄放１０隻性格天真的寶可夢！
sp_achstep_box_s_0030	已寄放１０隻性格害羞的寶可夢！
sp_achstep_box_s_0031	已寄放１０隻性格勤奮的寶可夢！
