~~~~~~~~~~~~~~~
Text File : monsname_ita.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	Uovo
mes_ribbon_name_014	Fiocco Pisolino
mes_ribbon_name_015	Fiocco Sorriso
mes_ribbon_name_016	Fiocco Meraviglia
mes_ribbon_name_017	Fiocco Reale
mes_ribbon_name_018	Fiocco Meraviglia Reale
mes_ribbon_name_019	Fiocco Artista
mes_ribbon_name_020	Fiocco Orma
mes_ribbon_name_021	Fiocco Record
mes_ribbon_name_022	Fiocco Leggenda
mes_ribbon_name_023	Fiocco Paese
mes_ribbon_name_024	Fiocco Nazionale
mes_ribbon_name_025	Fiocco Geo
mes_ribbon_name_026	Fiocco Mondiale
mes_ribbon_name_027	Fiocco Classico
mes_ribbon_name_028	Fiocco Principale
mes_ribbon_name_029	Fiocco Evento
mes_ribbon_name_030	Fiocco Compleanno
mes_ribbon_name_031	Fiocco Speciale
mes_ribbon_name_032	Fiocco Ricordo
mes_ribbon_name_033	Fiocco Desiderio
mes_ribbon_name_034	Fiocco Campione Lotta
mes_ribbon_name_035	Fiocco Campione Locale
mes_ribbon_name_036	Fiocco Campione Nazionale
mes_ribbon_name_037	Fiocco Campione Mondiale
mes_ribbon_name_038	Fiocco Ricordo delle Gare
mes_ribbon_name_039	Fiocco Ricordo delle Lotte
mes_ribbon_name_040	Fiocco Campione Hoenn
mes_ribbon_name_041	Fiocco Stella delle Gare
mes_ribbon_name_042	Fiocco Classe Suprema
mes_ribbon_name_043	Fiocco Bellezza Suprema
mes_ribbon_name_044	Fiocco Grazia Suprema
mes_ribbon_name_045	Fiocco Acume Supremo
mes_ribbon_name_046	Fiocco Grinta Suprema
mes_ribbon_name_047	Fiocco Campione Alola
mes_ribbon_name_048	Fiocco Asso Royale
mes_ribbon_name_049	Fiocco Asso dell'Albero
mes_ribbon_name_050	Fiocco Genio dell'Albero
mes_ribbon_info_001	Fiocco conferito a chi sconfigge la Campionessa di Kalos ed entra nella Sala d'Onore.
mes_ribbon_info_002	Fiocco conferito a chi in passato ha sconfitto il Campione di un'altra regione ed è entrato nella Sala d'Onore.
mes_ribbon_info_003	Fiocco conferito a chi sconfigge la Campionessa di Sinnoh ed entra nella Sala d'Onore.
mes_ribbon_info_004	Fiocco da regalare a un Pokémon con il quale hai creato un legame profondo.
mes_ribbon_info_005	Fiocco da regalare a un Pokémon che ha sostenuto con successo un duro allenamento.
mes_ribbon_info_006	Fiocco da regalare a un Pokémon che è uscito vittorioso da lotte difficili.
mes_ribbon_info_007	Fiocco da regalare a un Pokémon che ha superato se stesso nella lotta.
mes_ribbon_info_008	Fiocco conferito a un Pokémon che ha lavorato sodo.
mes_ribbon_info_009	Fiocco per ricordare un evento che ha creato energia vitale.
mes_ribbon_info_010	Fiocco per ricordare un evento che ha reso la vita più emozionante.
mes_ribbon_info_011	Fiocco per ricordare sentimenti tristi che, tuttavia, hanno aggiunto sapore alla vita.
mes_ribbon_info_012	Fiocco per ricordare un errore da cui sono nate decisioni importanti.
mes_ribbon_info_013	Fiocco per ricordare il senso di realizzazione lasciato da un evento entusiasmante.
mes_ribbon_info_014	Fiocco per ricordare una dormita ristoratrice che ha trasmesso una sensazione rassicurante.
mes_ribbon_info_015	Fiocco per ricordare che sorridere migliora la qualità della vita.
mes_ribbon_info_016	Fiocco straordinariamente sfarzoso e stravagante.
mes_ribbon_info_017	Fiocco decisamente regale e con un tocco di nobiltà.
mes_ribbon_info_018	Stupendo fiocco regale che rappresenta l'apoteosi della bellezza.
mes_ribbon_info_019	Fiocco conferito per essere stati scelti come modelli nella regione di Hoenn.
mes_ribbon_info_020	Fiocco assegnato a un Pokémon con impronte di qualità sopraffina.
mes_ribbon_info_021	Fiocco conferito per aver stabilito un record straordinario.
mes_ribbon_info_022	Fiocco conferito per aver stabilito un record leggendario.
mes_ribbon_info_023	Fiocco consegnato al Campione della Lega Pokémon.
mes_ribbon_info_024	Fiocco conferito per aver superato tutte le sfide difficili.
mes_ribbon_info_025	Fiocco conferito per aver ottenuto 100 vittorie di seguito.
mes_ribbon_info_026	Fiocco consegnato al Campione della Lega Pokémon.
mes_ribbon_info_027	Fiocco che proclama amore per i Pokémon.
mes_ribbon_info_028	Fiocco conferito per una celebrazione speciale.
mes_ribbon_info_029	Fiocco conferito per la partecipazione a un Evento Pokémon.
mes_ribbon_info_030	Fiocco commemorativo di un compleanno.
mes_ribbon_info_031	Fiocco speciale, conferito per ricordare un giorno molto particolare.
mes_ribbon_info_032	Fiocco commemorativo di un ricordo speciale.
mes_ribbon_info_033	Fiocco che sembra essere in grado di esaudire i desideri.
mes_ribbon_info_034	Fiocco conferito per aver vinto una Gara di Lotta.
mes_ribbon_info_035	Fiocco conferito per aver vinto il titolo di Campione Locale al Pokémon World Championships.
mes_ribbon_info_036	Fiocco conferito per aver vinto il titolo di Campione Nazionale al Pokémon World Championships.
mes_ribbon_info_037	Fiocco conferito per aver vinto il titolo di Campione del Mondo al Pokémon World Championships.
mes_ribbon_info_038	Fiocco commemorativo di tutti i fiocchi conquistati in passato in gare svoltesi in altre regioni.
mes_ribbon_info_039	Fiocco commemorativo di tutti i fiocchi conquistati in passato in lotte svoltesi in altre regioni.
mes_ribbon_info_040	Fiocco conferito a chi sconfigge il Campione di Hoenn ed entra nella Sala d'Onore.
mes_ribbon_info_041	Fiocco conferito per aver partecipato con successo a tutte le gare.
mes_ribbon_info_042	Fiocco conferito per la Classe dimostrata nelle gare.
mes_ribbon_info_043	Fiocco conferito per la superlativa Bellezza esibita nelle gare.
mes_ribbon_info_044	Fiocco conferito per la leggiadra Grazia esibita nelle gare.
mes_ribbon_info_045	Fiocco conferito per l'Acume dimostrato nelle gare.
mes_ribbon_info_046	Fiocco conferito per la Grinta dimostrata nelle gare.
mes_ribbon_info_047	Fiocco conferito a chi diventa Campione o Campionessa di Alola ed entra nella Sala d'Onore.
mes_ribbon_info_048	Fiocco conferito per le vittorie nelle Battle Royale.
mes_ribbon_info_049	Fiocco conferito per aver sconfitto le Leggende della lotta.
mes_ribbon_info_050	Fiocco conferito per aver battuto le Leggende della lotta nelle Superlotte.
mes_ribbon_info_051	Fiocco conferito a chi diventa Campione o Campionessa di Galar ed entra nella Sala d'Onore.
mes_ribbon_info_052	Fiocco conferito per aver battuto il campione della Torre Lotta.
mes_ribbon_info_053	Fiocco conferito per aver battuto un Allenatore di Classe Master Ball in una Lotta Competitiva.
mes_ribbon_info_054	Emblema che contraddistingue un Pokémon affamato.
mes_ribbon_info_055	Emblema che contraddistingue un Pokémon assonnato.
mes_ribbon_info_056	Emblema che contraddistingue un Pokémon sonnolento.
mes_ribbon_info_057	Emblema che contraddistingue un Pokémon mattiniero.
mes_ribbon_info_058	Emblema che contraddistingue un Pokémon che osserva le nuvole.
mes_ribbon_info_059	Emblema che contraddistingue un Pokémon fradicio di pioggia.
mes_ribbon_info_060	Emblema che contraddistingue un Pokémon in agitazione per i tuoni.
mes_ribbon_info_061	Emblema che contraddistingue un Pokémon che si rotola nella neve.
mes_ribbon_info_062	Emblema che contraddistingue un Pokémon che trema dal freddo.
mes_ribbon_info_063	Emblema che contraddistingue un Pokémon assetato.
mes_ribbon_info_064	Emblema che contraddistingue un Pokémon coperto di sabbia.
mes_ribbon_info_065	Emblema che contraddistingue un Pokémon disorientato dalla nebbia.
mes_ribbon_info_066	Emblema che contraddistingue un Pokémon segnato dal destino.
mes_ribbon_info_067	Emblema che contraddistingue un Pokémon appena pescato.
mes_ribbon_info_068	Emblema che contraddistingue un Pokémon amante del curry.
mes_ribbon_info_069	Emblema che contraddistingue un Pokémon abituato a interagire con gli esseri umani.
mes_ribbon_info_070	Emblema che contraddistingue un Pokémon che non ha mai avuto contatti con gli esseri umani.
mes_ribbon_info_071	Emblema che contraddistingue un Pokémon birbante.
mes_ribbon_info_072	Emblema che contraddistingue un Pokémon spensierato.
mes_ribbon_info_075	Emblema che contraddistingue un Pokémon un po' ansioso.
mes_ribbon_info_076	Emblema che contraddistingue un Pokémon pieno di speranza.
mes_ribbon_info_077	Emblema che contraddistingue un Pokémon carismatico.
mes_ribbon_info_078	Emblema che contraddistingue un Pokémon imperturbabile.
mes_ribbon_info_079	Emblema che contraddistingue un Pokémon energico.
mes_ribbon_info_080	Emblema che contraddistingue un Pokémon distratto.
mes_ribbon_info_081	Emblema che contraddistingue un Pokémon felice.
mes_ribbon_info_082	Emblema che contraddistingue un Pokémon furioso.
mes_ribbon_info_083	Emblema che contraddistingue un Pokémon sorridente.
mes_ribbon_info_084	Emblema che contraddistingue un Pokémon piagnucoloso.
mes_ribbon_info_085	Emblema che contraddistingue un Pokémon di buon umore.
mes_ribbon_info_086	Emblema che contraddistingue un Pokémon di cattivo umore.
mes_ribbon_info_087	Emblema che contraddistingue un Pokémon assennato.
mes_ribbon_info_088	Emblema che contraddistingue un Pokémon impulsivo.
mes_ribbon_info_089	Emblema che contraddistingue un Pokémon che approfitta dei momenti di distrazione dell'avversario.
mes_ribbon_info_090	Emblema che contraddistingue un Pokémon minaccioso.
mes_ribbon_info_091	Emblema che contraddistingue un Pokémon gentile.
mes_ribbon_info_092	Emblema che contraddistingue un Pokémon frettoloso.
mes_ribbon_info_093	Emblema che contraddistingue un Pokémon che sprizza voglia di fare da tutti i pori.
mes_ribbon_info_094	Emblema che contraddistingue un Pokémon che non ha voglia di fare niente.
mes_ribbon_info_095	Emblema che contraddistingue un Pokémon spavaldo.
mes_ribbon_info_096	Emblema che contraddistingue un Pokémon che non ha fiducia in se stesso.
mes_ribbon_info_097	Emblema che contraddistingue un Pokémon dall'animo semplice.
mes_ribbon_info_098	Emblema che contraddistingue un Pokémon che si dà delle arie.
mes_ribbon_info_099	Emblema che contraddistingue un Pokémon pieno di energia.
mes_ribbon_info_100	Emblema che contraddistingue un Pokémon stanco morto.
mes_ribbon_name_051	Fiocco Campione Galar
mes_ribbon_name_052	Fiocco Asso della Torre
mes_ribbon_name_053	Fiocco Asso Competizione
mes_ribbon_name_054	Emblema Mezzogiorno
mes_ribbon_name_055	Emblema Mezzanotte
mes_ribbon_name_056	Emblema Tramonto
mes_ribbon_name_057	Emblema Alba
mes_ribbon_name_058	Emblema Nuvolo
mes_ribbon_name_059	Emblema Pioggia
mes_ribbon_name_060	Emblema Tuoni e Lampi
mes_ribbon_name_061	Emblema Neve
mes_ribbon_name_062	Emblema Tormenta
mes_ribbon_name_063	Emblema Arsura
mes_ribbon_name_064	Emblema Tempesta di Sabbia
mes_ribbon_name_065	Emblema Nebbia
mes_ribbon_name_066	Emblema Destino
mes_ribbon_name_067	Emblema Pesca
mes_ribbon_name_068	Emblema Curry
mes_ribbon_name_069	Emblema Sporadicità
mes_ribbon_name_070	Emblema Rarità
mes_ribbon_name_071	Emblema Monello
mes_ribbon_name_072	Emblema Spensieratezza
mes_ribbon_name_075	Emblema Nervosismo
mes_ribbon_name_076	Emblema Speranza
mes_ribbon_name_077	Emblema Carisma
mes_ribbon_name_078	Emblema Sangue Freddo
mes_ribbon_name_079	Emblema Sangue Caldo
mes_ribbon_name_080	Emblema Disattenzione
mes_ribbon_name_081	Emblema Felicità
mes_ribbon_name_082	Emblema Collera
mes_ribbon_name_083	Emblema Sorriso
mes_ribbon_name_084	Emblema Sconforto
mes_ribbon_name_085	Emblema Buonumore
mes_ribbon_name_086	Emblema Malumore
mes_ribbon_name_087	Emblema Ragione
mes_ribbon_name_088	Emblema Istinto
mes_ribbon_name_089	Emblema Astuzia
mes_ribbon_name_090	Emblema Aria Minacciosa
mes_ribbon_name_091	Emblema Aria Gentile
mes_ribbon_name_092	Emblema Agitazione
mes_ribbon_name_093	Emblema Entusiasmo
mes_ribbon_name_094	Emblema Pigrizia
mes_ribbon_name_095	Emblema Sicurezza
mes_ribbon_name_096	Emblema Insicurezza
mes_ribbon_name_097	Emblema Ingenuità
mes_ribbon_name_098	Emblema Artificio
mes_ribbon_name_099	Emblema Vitalità
mes_ribbon_name_100	Emblema Sottotono
mes_another_name_001	Campione di Kalos
mes_another_name_002	Campione
mes_another_name_003	Campione di Sinnoh
mes_another_name_004	fedele partner
mes_another_name_005	osso duro
mes_another_name_006	asso della lotta
mes_another_name_007	fuoriclasse
mes_another_name_008	dieci e lode
mes_another_name_009	energico
mes_another_name_010	sulle spine
mes_another_name_011	giù di corda
mes_another_name_012	negligente
mes_another_name_013	soddisfatto
mes_another_name_014	ben riposato
mes_another_name_015	raggiante
mes_another_name_016	meraviglioso
mes_another_name_017	regale
mes_another_name_018	meraviglioso e regale
mes_another_name_019	modello
mes_another_name_020	dalle belle orme
mes_another_name_021	da record
mes_another_name_022	leggenda vivente
mes_another_name_023	trionfante
mes_another_name_024	tenace
mes_another_name_025	plurivincente
mes_another_name_026	re del mondo
mes_another_name_027	fan dei Pokémon
mes_another_name_028	festoso
mes_another_name_029	concorrente
mes_another_name_030	inseparabile
mes_another_name_031	speciale
mes_another_name_032	dai bei ricordi
mes_another_name_033	stella cadente
mes_another_name_034	Campione Lotta
mes_another_name_035	Campione Locale
mes_another_name_036	Campione Nazionale
mes_another_name_037	Campione del Mondo
mes_another_name_038	dalle virtù memorabili
mes_another_name_039	dalle capacità memorabili
mes_another_name_040	Campione di Hoenn
mes_another_name_041	star
mes_another_name_042	di gran classe
mes_another_name_043	bellezza naturale
mes_another_name_044	dalla grazia innata
mes_another_name_045	dall'acume sopraffino
mes_another_name_046	dalla grinta inarrestabile
mes_another_name_047	Campione di Alola
mes_another_name_048	asso Royale
mes_another_name_049	asso dell'Albero
mes_another_name_050	genio dell'Albero
mes_another_name_051	Campione di Galar
mes_another_name_052	asso della Torre
mes_another_name_053	asso della competizione
mes_another_name_054	affamato
mes_another_name_055	assonnato
mes_another_name_056	sonnolento
mes_another_name_057	mattiniero
mes_another_name_058	tra le nuvole
mes_another_name_059	fradicio
mes_another_name_060	tonante
mes_another_name_061	delle nevi
mes_another_name_062	tremante
mes_another_name_063	assetato
mes_another_name_064	insabbiato
mes_another_name_065	annebbiato
mes_another_name_066	il predestinato
mes_another_name_067	appena pescato
mes_another_name_068	amante del curry
mes_another_name_069	socievole
mes_another_name_070	eremita
mes_another_name_071	birbante
mes_another_name_072	spensierato
mes_another_name_075	inquieto
mes_another_name_076	speranzoso
mes_another_name_077	carismatico
mes_another_name_078	imperturbabile
mes_another_name_079	irrequieto
mes_another_name_080	distratto
mes_another_name_081	felice
mes_another_name_082	furioso
mes_another_name_083	sorridente
mes_another_name_084	in lacrime
mes_another_name_085	allegro
mes_another_name_086	musone
mes_another_name_087	riflessivo
mes_another_name_088	impulsivo
mes_another_name_089	opportunista
mes_another_name_090	minaccioso
mes_another_name_091	gentile
mes_another_name_092	frettoloso
mes_another_name_093	entusiasta
mes_another_name_094	pigrone
mes_another_name_095	spavaldo
mes_another_name_096	incerto
mes_another_name_097	ingenuo
mes_another_name_098	pomposo
mes_another_name_099	vivace
mes_another_name_100	sfinito

~~~~~~~~~~~~~~~
Text File : seikaku_ita.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	Ardita
SEIKAKU_001	Schiva
SEIKAKU_002	Audace
SEIKAKU_003	Decisa
SEIKAKU_004	Birbona
SEIKAKU_005	Sicura
SEIKAKU_006	Docile
SEIKAKU_007	Placida
SEIKAKU_008	Scaltra
SEIKAKU_009	Fiacca
SEIKAKU_010	Timida
SEIKAKU_011	Lesta
SEIKAKU_012	Seria
SEIKAKU_013	Allegra
SEIKAKU_014	Ingenua
SEIKAKU_015	Modesta
SEIKAKU_016	Mite
SEIKAKU_017	Quieta
SEIKAKU_018	Ritrosa
SEIKAKU_019	Ardente
SEIKAKU_020	Calma
SEIKAKU_021	Gentile
SEIKAKU_022	Vivace
SEIKAKU_023	Cauta
SEIKAKU_024	Furba

~~~~~~~~~~~~~~~
Text File : sp_achstep_ita.msbt
~~~~~~~~~~~~~~~
sp_achstep_box_000101	Deposita 1 Pokémon cromatico!
sp_achstep_box_000102	Deposita 5 Pokémon cromatici!
sp_achstep_box_000103	Deposita 10 Pokémon cromatici!
sp_achstep_box_000201	Deposita 5 Pokémon contenuti in una Poké Ball!
sp_achstep_box_000202	Deposita 15 Pokémon contenuti in una Poké Ball!
sp_achstep_box_000203	Deposita 30 Pokémon contenuti in una Poké Ball!
sp_achstep_box_000301	Deposita 5 Pokémon contenuti in una Mega Ball!
sp_achstep_box_000302	Deposita 15 Pokémon contenuti in una Mega Ball!
sp_achstep_box_000303	Deposita 30 Pokémon contenuti in una Mega Ball!
sp_achstep_box_000401	Deposita 5 Pokémon contenuti in una Rete Ball!
sp_achstep_box_000402	Deposita 15 Pokémon contenuti in una Rete Ball!
sp_achstep_box_000403	Deposita 30 Pokémon contenuti in una Rete Ball!
sp_achstep_box_000501	Deposita 5 Pokémon contenuti in una Bis Ball!
sp_achstep_box_000502	Deposita 15 Pokémon contenuti in una Bis Ball!
sp_achstep_box_000503	Deposita 30 Pokémon contenuti in una Bis Ball!
sp_achstep_box_000601	Deposita 5 Pokémon contenuti in una Timer Ball!
sp_achstep_box_000602	Deposita 15 Pokémon contenuti in una Timer Ball!
sp_achstep_box_000603	Deposita 30 Pokémon contenuti in una Timer Ball!
sp_achstep_box_000701	Deposita 5 Pokémon contenuti in una Ultra Ball!
sp_achstep_box_000702	Deposita 15 Pokémon contenuti in una Ultra Ball!
sp_achstep_box_000703	Deposita 30 Pokémon contenuti in una Ultra Ball!
sp_achstep_box_000801	Deposita 5 Pokémon contenuti in una Minor Ball!
sp_achstep_box_000802	Deposita 15 Pokémon contenuti in una Minor Ball!
sp_achstep_box_000803	Deposita 30 Pokémon contenuti in una Minor Ball!
sp_achstep_box_000901	Deposita 5 Pokémon contenuti in una Chic Ball!
sp_achstep_box_000902	Deposita 15 Pokémon contenuti in una Chic Ball!
sp_achstep_box_000903	Deposita 30 Pokémon contenuti in una Chic Ball!
sp_achstep_box_001001	Deposita 5 Pokémon contenuti in una Cura Ball!
sp_achstep_box_001002	Deposita 15 Pokémon contenuti in una Cura Ball!
sp_achstep_box_001003	Deposita 30 Pokémon contenuti in una Cura Ball!
sp_achstep_box_001101	Deposita 5 Pokémon contenuti in una Sub Ball!
sp_achstep_box_001102	Deposita 15 Pokémon contenuti in una Sub Ball!
sp_achstep_box_001103	Deposita 30 Pokémon contenuti in una Sub Ball!
sp_achstep_box_001201	Deposita 5 Pokémon contenuti in una Velox Ball!
sp_achstep_box_001202	Deposita 15 Pokémon contenuti in una Velox Ball!
sp_achstep_box_001203	Deposita 30 Pokémon contenuti in una Velox Ball!
sp_achstep_box_001301	Deposita 5 Pokémon contenuti in una Scuro Ball!
sp_achstep_box_001302	Deposita 15 Pokémon contenuti in una Scuro Ball!
sp_achstep_box_001303	Deposita 30 Pokémon contenuti in una Scuro Ball!
sp_achstep_box_001401	Deposita 1 Pokémon contenuto in una Master Ball!
sp_achstep_box_001402	Deposita 5 Pokémon contenuti in una Master Ball!
sp_achstep_box_001403	Deposita 10 Pokémon contenuti in una Master Ball!
sp_achstep_box_001501	Deposita 5 Pokémon contenuti in una Premier Ball!
sp_achstep_box_001502	Deposita 15 Pokémon contenuti in una Premier Ball!
sp_achstep_box_001503	Deposita 30 Pokémon contenuti in una Premier Ball!
sp_achstep_box_001601	Deposita 1 Pokémon contenuto in una Pregio Ball!
sp_achstep_box_001602	Deposita 5 Pokémon contenuti in una Pregio Ball!
sp_achstep_box_001603	Deposita 10 Pokémon contenuti in una Pregio Ball!
sp_achstep_box_001701	Deposita 5 Pokémon contenuti in una UC Ball!
sp_achstep_box_001702	Deposita 15 Pokémon contenuti in una UC Ball!
sp_achstep_box_001703	Deposita 30 Pokémon contenuti in una UC Ball!
sp_achstep_box_001801	Deposita 5 Pokémon contenuti in una Dream Ball!
sp_achstep_box_001802	Deposita 15 Pokémon contenuti in una Dream Ball!
sp_achstep_box_001803	Deposita 30 Pokémon contenuti in una Dream Ball!
sp_achstep_box_001901	Deposita 5 Pokémon contenuti in una Safari Ball!
sp_achstep_box_001902	Deposita 15 Pokémon contenuti in una Safari Ball!
sp_achstep_box_001903	Deposita 30 Pokémon contenuti in una Safari Ball!
sp_achstep_box_002001	Deposita 5 Pokémon contenuti in una Gara Ball!
sp_achstep_box_002002	Deposita 15 Pokémon contenuti in una Gara Ball!
sp_achstep_box_002003	Deposita 30 Pokémon contenuti in una Gara Ball!
sp_achstep_box_002101	Deposita 5 Pokémon contenuti in una Rapid Ball!
sp_achstep_box_002102	Deposita 15 Pokémon contenuti in una Rapid Ball!
sp_achstep_box_002103	Deposita 30 Pokémon contenuti in una Rapid Ball!
sp_achstep_box_002201	Deposita 5 Pokémon contenuti in una Friend Ball!
sp_achstep_box_002202	Deposita 15 Pokémon contenuti in una Friend Ball!
sp_achstep_box_002203	Deposita 30 Pokémon contenuti in una Friend Ball!
sp_achstep_box_002301	Deposita 5 Pokémon contenuti in una Peso Ball!
sp_achstep_box_002302	Deposita 15 Pokémon contenuti in una Peso Ball!
sp_achstep_box_002303	Deposita 30 Pokémon contenuti in una Peso Ball!
sp_achstep_box_002401	Deposita 5 Pokémon contenuti in una Luna Ball!
sp_achstep_box_002402	Deposita 15 Pokémon contenuti in una Luna Ball!
sp_achstep_box_002403	Deposita 30 Pokémon contenuti in una Luna Ball!
sp_achstep_box_002501	Deposita 5 Pokémon contenuti in una Love Ball!
sp_achstep_box_002502	Deposita 15 Pokémon contenuti in una Love Ball!
sp_achstep_box_002503	Deposita 30 Pokémon contenuti in una Love Ball!
sp_achstep_box_002601	Deposita 5 Pokémon contenuti in una Esca Ball!
sp_achstep_box_002602	Deposita 15 Pokémon contenuti in una Esca Ball!
sp_achstep_box_002603	Deposita 30 Pokémon contenuti in una Esca Ball!
sp_achstep_box_002701	Deposita 5 Pokémon contenuti in una Level Ball!
sp_achstep_box_002702	Deposita 15 Pokémon contenuti in una Level Ball!
sp_achstep_box_002703	Deposita 30 Pokémon contenuti in una Level Ball!
sp_achstep_box_002801	Deposita 30 Pokémon!
sp_achstep_box_002802	Deposita 100 Pokémon!
sp_achstep_box_002803	Deposita 300 Pokémon!
sp_achstep_box_s_0001	Trasferisci un Treecko, un Torchic e un Mudkip della regione di Hoenn!
sp_achstep_box_s_0002	Trasferisci un Treecko, un Grovyle e uno Sceptile della regione di Hoenn!
sp_achstep_box_s_0003	Trasferisci un Torchic, un Combusken e un Blaziken della regione di Hoenn!
sp_achstep_box_s_0004	Trasferisci un Mudkip, un Marshtomp e uno Swampert della regione di Hoenn!
sp_achstep_box_s_0005	Trasferisci un Solgaleo, un Lunala e un Necrozma della regione di Alola!
sp_achstep_box_s_0006	Trasferisci un Groudon e un Kyogre della regione di Hoenn!
sp_achstep_box_s_0007	Trasferisci un Cosmog, un Cosmoem, un Solgaleo e un Lunala della regione di Alola!
sp_achstep_box_s_0008	Trasferisci un Turtwig, un Chimchar e un Piplup della regione di Sinnoh!
sp_achstep_box_s_0009	Trasferisci un Dialga, un Palkia e un Giratina della regione di Sinnoh!
sp_achstep_box_s_0010	Deposita 10 Pokémon di natura Schiva!
sp_achstep_box_s_0011	Deposita 10 Pokémon di natura Decisa!
sp_achstep_box_s_0012	Deposita 10 Pokémon di natura Birbona!
sp_achstep_box_s_0013	Deposita 10 Pokémon di natura Audace!
sp_achstep_box_s_0014	Deposita 10 Pokémon di natura Sicura!
sp_achstep_box_s_0015	Deposita 10 Pokémon di natura Scaltra!
sp_achstep_box_s_0016	Deposita 10 Pokémon di natura Fiacca!
sp_achstep_box_s_0017	Deposita 10 Pokémon di natura Placida!
sp_achstep_box_s_0018	Deposita 10 Pokémon di natura Modesta!
sp_achstep_box_s_0019	Deposita 10 Pokémon di natura Mite!
sp_achstep_box_s_0020	Deposita 10 Pokémon di natura Ardente!
sp_achstep_box_s_0021	Deposita 10 Pokémon di natura Quieta!
sp_achstep_box_s_0022	Deposita 10 Pokémon di natura Calma!
sp_achstep_box_s_0023	Deposita 10 Pokémon di natura Gentile!
sp_achstep_box_s_0024	Deposita 10 Pokémon di natura Cauta!
sp_achstep_box_s_0025	Deposita 10 Pokémon di natura Vivace!
sp_achstep_box_s_0026	Deposita 10 Pokémon di natura Timida!
sp_achstep_box_s_0027	Deposita 10 Pokémon di natura Lesta!
sp_achstep_box_s_0028	Deposita 10 Pokémon di natura Allegra!
sp_achstep_box_s_0029	Deposita 10 Pokémon di natura Ingenua!
sp_achstep_box_s_0030	Deposita 10 Pokémon di natura Ritrosa!
sp_achstep_box_s_0031	Deposita 10 Pokémon di natura Ardita!
sp_achstep_box_s_0032	Deposita 10 Pokémon di natura Docile!
sp_achstep_box_s_0033	Deposita 10 Pokémon di natura Furba!
sp_achstep_box_s_0034	Deposita 10 Pokémon di natura Seria!
sp_achstep_box_s_0035	Deposita 30 Pikachu!
sp_achstep_box_s_0036	Deposita 30 Ditto!
sp_achstep_box_s_0037	Trasferisci un Pikachu della regione di Kanto!
sp_achstep_box_s_0038	Trasferisci un Eevee della regione di Kanto!
sp_achstep_box_s_0039	Trasferisci un Charizard della cara vecchia regione di Kanto!
sp_achstep_box_s_0040	Trasferisci un Venusaur della cara vecchia regione di Kanto!
sp_achstep_box_s_0041	Trasferisci un Blastoise della cara vecchia regione di Kanto!
sp_achstep_box_s_0042	Trasferisci un Pikachu della cara vecchia regione di Kanto!
sp_achstep_box_s_0043	Trasferisci un Ho-Oh della cara vecchia regione di Johto!
sp_achstep_box_s_0044	Trasferisci un Lugia della cara vecchia regione di Johto!
sp_achstep_box_s_0045	Trasferisci un Suicune della cara vecchia regione di Johto!
sp_achstep_box_s_0046	Trasferisci un Charizard della regione di Kanto!
sp_achstep_box_s_0047	Trasferisci un Venusaur della regione di Kanto!
sp_achstep_box_s_0048	Trasferisci un Ho-Oh della regione di Johto!
