~~~~~~~~~~~~~~~
Text File : monsname_jpn.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	タマゴ
MAPNAME_ZYOTO	ジョウトちほう
MAPNAME_HOUEN	ホウエンちほう
MAPNAME_SINOH	シンオウちほう
MAPNAME_TOOKUHANARETATOTI	とおくはなれたとち
MAPNAME_IISHU	イッシュちほう
MAPNAME_KAROSU	カロスちほう
MAPNAME_HOLOHOLO	Pokémon GO
MAPNAME_VCKANTOH	カントーちほう
MAPNAME_AROORA	アローラちほう
MAPNAME_VCZYOTO	ジョウトちほう
MAPNAME_LETSGO	カントーちほう
MAPNAME_GARARU	ガラルちほう
MAPNAME_HOME	Pokémon HOME

~~~~~~~~~~~~~~~
Text File : ribbon_jpn.msbt
~~~~~~~~~~~~~~~
mes_ribbon_name_001	カロス　チャンプリボン
mes_ribbon_name_002	チャンプリボン
mes_ribbon_name_003	シンオウ　チャンプリボン
mes_ribbon_name_004	なかよしリボン
mes_ribbon_name_005	しゅぎょうリボン
mes_ribbon_name_006	グレートバトルリボン
mes_ribbon_name_007	マスターバトルリボン
mes_ribbon_name_008	がんばリボン
mes_ribbon_name_009	しゃっきリボン
mes_ribbon_name_010	どっきリボン
mes_ribbon_name_011	しょんぼリボン
mes_ribbon_name_012	うっかリボン
mes_ribbon_name_013	すっきリボン
mes_ribbon_name_014	ぐっすリボン
mes_ribbon_name_015	にっこリボン
mes_ribbon_name_016	ゴージャスリボン
mes_ribbon_name_017	ロイヤルリボン
mes_ribbon_name_018	ゴージャスロイヤルリボン
mes_ribbon_name_019	ブロマイドリボン
mes_ribbon_name_020	あしあとリボン
mes_ribbon_name_021	レコードリボン
mes_ribbon_name_022	レジェンドリボン
mes_ribbon_name_023	カントリーリボン
mes_ribbon_name_024	ナショナルリボン
mes_ribbon_name_025	アースリボン
mes_ribbon_name_026	ワールドリボン
mes_ribbon_name_027	クラシックリボン
mes_ribbon_name_028	プレミアリボン
mes_ribbon_name_029	イベントリボン
mes_ribbon_name_030	バースデーリボン
mes_ribbon_name_031	スペシャルリボン
mes_ribbon_name_032	メモリアルリボン
mes_ribbon_name_033	ウィッシュリボン
mes_ribbon_name_034	バトルチャンプリボン
mes_ribbon_name_035	エリアチャンプリボン
mes_ribbon_name_036	ナショナルチャンプリボン
mes_ribbon_name_037	ワールドチャンプリボン
mes_ribbon_name_038	おもいでコンテストリボン
mes_ribbon_name_039	おもいでバトルリボン
mes_ribbon_name_040	ホウエン　チャンプリボン
mes_ribbon_name_041	コンテストスターリボン
mes_ribbon_name_042	かっこよさマスターリボン
mes_ribbon_name_043	うつくしさマスターリボン
mes_ribbon_name_044	かわいさマスターリボン
mes_ribbon_name_045	かしこさマスターリボン
mes_ribbon_name_046	たくましさマスターリボン
mes_ribbon_name_047	アローラ　チャンプリボン
mes_ribbon_name_048	ロイヤルマスターリボン
mes_ribbon_name_049	グレートツリーリボン
mes_ribbon_name_050	マスターツリーリボン
mes_ribbon_info_001	カロスで　チャンピオンに　かって でんどういり　した　きねんリボン
mes_ribbon_info_002	むかし　どこかの　リーグで　かちぬき でんどういり　した　きねんリボン
mes_ribbon_info_003	シンオウで　チャンピオンに　かって でんどういり　した　きねんリボン
mes_ribbon_info_004	ふかい　きずなで　むすばれた ポケモンに　おくられる　リボン
mes_ribbon_info_005	かこくな　しれんを　のりこえた ポケモンに　おくられる　リボン
mes_ribbon_info_006	きびしい　たたかいを　かちぬいた ポケモンに　おくられる　リボン
mes_ribbon_info_007	たたかいを　きわめた　つわものの ポケモンに　おくられる　リボン
mes_ribbon_info_008	たくさん　どりょく　している ポケモンに　おくられる　リボン
mes_ribbon_info_009	しゃっきりする　できごとを　おもいだして じんせいの　エネルギーとなる　リボン
mes_ribbon_info_010	どきどきした　ことがらを　おもいだして じんせいを　わくわくさせてくれる　リボン
mes_ribbon_info_011	しょんぼりした　きもちを　おもいだして じんせいの　スパイスとなる　リボン
mes_ribbon_info_012	うっかりした　しっぱいを　おもいだして じんせいの　エッセンスとなる　リボン
mes_ribbon_info_013	すっきりした　けいけんを　おもいだして じんせいを　リフレッシュさせる　リボン
mes_ribbon_info_014	ぐっすり　ねむったことを　おもいだして じんせいの　やすらぎとなる　リボン
mes_ribbon_info_015	にっこり　ほほえむことを　おもいだして じんせいを　ゆたかにしてくれる　リボン
mes_ribbon_info_016	このうえなく　ゴージャスで きらびやかな　かんじの　リボン
mes_ribbon_info_017	とてつもなく　ロイヤルで けだかい　かんじのする　リボン
mes_ribbon_info_018	これいじょう　すばらしいものは　ない ゴージャスで　ロイヤルな　リボン
mes_ribbon_info_019	ホウエンで　ごうかな　にがおえの モデルになった　きねんの　リボン
mes_ribbon_info_020	さいこうの　あしあとを　もつ ポケモンが　もらえる　リボン
mes_ribbon_info_021	ものすごい　きろくを　のこした きねんの　リボン
mes_ribbon_info_022	でんせつてき　きろくを　のこした きねんの　リボン
mes_ribbon_info_023	ポケモンリーグ ゆうしょう　きねんリボン
mes_ribbon_info_024	すべての　こんなんを のりこえた　きねんリボン
mes_ribbon_info_025	１００にんぬき　たっせい きねんリボン
mes_ribbon_info_026	ポケモンリーグ ゆうしょう　きねんリボン
mes_ribbon_info_027	ポケモンが　だいすきな　ことを しょうめいする　きねんリボン
mes_ribbon_info_028	きねんび　きねんリボン
mes_ribbon_info_029	ポケモンの　イベントに さんかした　きねんリボン
mes_ribbon_info_030	おたんじょうび　きねんリボン
mes_ribbon_info_031	とくべつな　ひの　とくべつな　リボン
mes_ribbon_info_032	とくべつな　おもいでを　きねんする　リボン
mes_ribbon_info_033	ねがいが　かなうと　いわれている　リボン
mes_ribbon_info_034	バトルたいかい　ゆうしょうきねんリボン
mes_ribbon_info_035	ポケモンワールドチャンピオンシップス エリアたいかい　ゆうしょうきねんリボン
mes_ribbon_info_036	ポケモンワールドチャンピオンシップス こくないたいかい　ゆうしょうきねんリボン
mes_ribbon_info_037	ポケモンワールドチャンピオンシップス せかいたいかい　ゆうしょうきねんリボン
mes_ribbon_info_038	むかし　どこかで　あつめた　リボン コンテストの　おもいでが　つまっている！
mes_ribbon_info_039	むかし　どこかで　あつめた　リボン たたかいの　おもいでが　つまっている！
mes_ribbon_info_040	ホウエンで　チャンピオンに　かって でんどういり　した　きねんリボン
mes_ribbon_info_041	あらゆる　コンテストで　だいかつやくした ポケモンに　おくられる　きねんリボン
mes_ribbon_info_042	コンテストで　かっこよさを　はっきした ポケモンに　おくられる　きねんリボン
mes_ribbon_info_043	コンテストで　うつくしさを　はっきした ポケモンに　おくられる　きねんリボン
mes_ribbon_info_044	コンテストで　かわいさを　はっきした ポケモンに　おくられる　きねんリボン
mes_ribbon_info_045	コンテストで　かしこさを　はっきした ポケモンに　おくられる　きねんリボン
mes_ribbon_info_046	コンテストで　たくましさを　はっきした ポケモンに　おくられる　きねんリボン
mes_ribbon_info_047	アローラで　チャンピオンに　なって でんどういり　した　きねんリボン
mes_ribbon_info_048	バトルロイヤルで　かちぬいた ポケモンに　おくられる　きねんリボン
mes_ribbon_info_049	バトルツリーの　バトルレジェンドに かった　きねんリボン
mes_ribbon_info_050	バトルツリーの　バトルレジェンドに スーパーで　かった　きねんリボン
mes_ribbon_info_051	ガラルで　チャンピオンに　なって でんどういり　した　きねんリボン
mes_ribbon_info_052	バトルタワーの　チャンピオンに かった　きねんリボン
mes_ribbon_info_053	ランクバトルの　マスターボールきゅうで トレーナーに　かった　きねんリボン
mes_ribbon_info_054	はらペコの　ポケモンである　あかし
mes_ribbon_info_055	おねむな　ポケモンである　あかし
mes_ribbon_info_056	そろそろねむい　ポケモンである　あかし
mes_ribbon_info_057	はやくにめざめた　ポケモンである　あかし
mes_ribbon_info_058	くもをみつめる　ポケモンである　あかし
mes_ribbon_info_059	あめにむせぶ　ポケモンである　あかし
mes_ribbon_info_060	かみなりにさわぐ　ポケモンである　あかし
mes_ribbon_info_061	ゆきにころがる　ポケモンである　あかし
mes_ribbon_info_062	こごえふるえる　ポケモンである　あかし
mes_ribbon_info_063	のどカラカラの　ポケモンである　あかし
mes_ribbon_info_064	すなにまみれる　ポケモンである　あかし
mes_ribbon_info_065	きりにとまどう　ポケモンである　あかし
mes_ribbon_info_066	うんめいかんじる　ポケモンである　あかし
mes_ribbon_info_067	つりたてピチピチの　ポケモンである　あかし
mes_ribbon_info_068	カレーずきな　ポケモンである　あかし
mes_ribbon_info_069	ひとになれてる　ポケモンである　あかし
mes_ribbon_info_070	ひとをしらない　ポケモンである　あかし
mes_ribbon_info_071	あばれんぼうの　ポケモンである　あかし
mes_ribbon_info_072	なにもかんがえてない　ポケモンである　あかし
mes_ribbon_info_075	ドキドキしてる　ポケモンである　あかし
mes_ribbon_info_076	ワクワクしてる　ポケモンである　あかし
mes_ribbon_info_077	オーラをかんじる　ポケモンである　あかし
mes_ribbon_info_078	クールな　ポケモンである　あかし
mes_ribbon_info_079	アグレッシブな　ポケモンである　あかし
mes_ribbon_info_080	ボーっとしてる　ポケモンである　あかし
mes_ribbon_info_081	しあわせそうな　ポケモンである　あかし
mes_ribbon_info_082	プンプンおこる　ポケモンである　あかし
mes_ribbon_info_083	ニコニコわらう　ポケモンである　あかし
mes_ribbon_info_084	メソメソなく　ポケモンである　あかし
mes_ribbon_info_085	ごきげんな　ポケモンである　あかし
mes_ribbon_info_086	ふきげんな　ポケモンである　あかし
mes_ribbon_info_087	ちてきな　ポケモンである　あかし
mes_ribbon_info_088	あれくるう　ポケモンである　あかし
mes_ribbon_info_089	スキをねらう　ポケモンである　あかし
mes_ribbon_info_090	いかつい　ポケモンである　あかし
mes_ribbon_info_091	やさしげな　ポケモンである　あかし
mes_ribbon_info_092	あわてんぼうの　ポケモンである　あかし
mes_ribbon_info_093	やるきまんまんの　ポケモンである　あかし
mes_ribbon_info_094	やるきゼロの　ポケモンである　あかし
mes_ribbon_info_095	ふんぞりかえった　ポケモンである　あかし
mes_ribbon_info_096	じしんのない　ポケモンである　あかし
mes_ribbon_info_097	そぼくな　ポケモンである　あかし
mes_ribbon_info_098	きどっている　ポケモンである　あかし
mes_ribbon_info_099	げんきいっぱいの　ポケモンである　あかし
mes_ribbon_info_100	どこかくたびれた　ポケモンである　あかし
mes_ribbon_name_051	ガラル チャンプリボン
mes_ribbon_name_052	マスタータワーリボン
mes_ribbon_name_053	マスターランクリボン
mes_ribbon_name_054	しょうごのあかし
mes_ribbon_name_055	しょうしのあかし
mes_ribbon_name_056	たそがれのあかし
mes_ribbon_name_057	あかつきのあかし
mes_ribbon_name_058	どんてんのあかし
mes_ribbon_name_059	あめふりのあかし
mes_ribbon_name_060	いかづちのあかし
mes_ribbon_name_061	こうせつのあかし
mes_ribbon_name_062	ごうせつのあかし
mes_ribbon_name_063	かんそうのあかし
mes_ribbon_name_064	さじんのあかし
mes_ribbon_name_065	のうむのあかし
mes_ribbon_name_066	うんめいのあかし
mes_ribbon_name_067	つりあげられたあかし
mes_ribbon_name_068	カレーのあかし
mes_ribbon_name_069	ときどきみるあかし
mes_ribbon_name_070	みたことのないあかし
mes_ribbon_name_071	わんぱくなあかし
mes_ribbon_name_072	のうてんきなあかし
mes_ribbon_name_075	きんちょうのあかし
mes_ribbon_name_076	きたいのあかし
mes_ribbon_name_077	カリスマのあかし
mes_ribbon_name_078	れいせいのあかし
mes_ribbon_name_079	じょうねつのあかし
mes_ribbon_name_080	ゆだんのあかし
mes_ribbon_name_081	たこうのあかし
mes_ribbon_name_082	ふんぬのあかし
mes_ribbon_name_083	びしょうのあかし
mes_ribbon_name_084	ひそうのあかし
mes_ribbon_name_085	かいちょうのあかし
mes_ribbon_name_086	げきはつのあかし
mes_ribbon_name_087	りせいのあかし
mes_ribbon_name_088	ほんのうのあかし
mes_ribbon_name_089	こうかつのあかし
mes_ribbon_name_090	こわもてのあかし
mes_ribbon_name_091	やさがたのあかし
mes_ribbon_name_092	どうようのあかし
mes_ribbon_name_093	こうようのあかし
mes_ribbon_name_094	けんたいのあかし
mes_ribbon_name_095	じしんのあかし
mes_ribbon_name_096	ふしんのあかし
mes_ribbon_name_097	ぼくとつのあかし
mes_ribbon_name_098	ふじゅんのあかし
mes_ribbon_name_099	げんきのあかし
mes_ribbon_name_100	ふちょうのあかし
mes_another_name_001	カロスチャンピオン
mes_another_name_002	チャンピオン
mes_another_name_003	シンオウチャンピオン
mes_another_name_004	しんゆうの
mes_another_name_005	しれんをともにした
mes_another_name_006	べテランの
mes_another_name_007	たつじんの
mes_another_name_008	あのころがんばった
mes_another_name_009	あのひしゃきっとした
mes_another_name_010	むかしビビりだった
mes_another_name_011	かなしいことがあった
mes_another_name_012	ミスするひもあった
mes_another_name_013	あのひスッキリした
mes_another_name_014	ねてばかりだった
mes_another_name_015	よくわらっていた
mes_another_name_016	ゴージャス
mes_another_name_017	ロイヤル
mes_another_name_018	ゴージャス＆ロイヤル
mes_another_name_019	えのモデルになった
mes_another_name_020	あしあとがじまんの
mes_another_name_021	きろくをもつ
mes_another_name_022	すごいきろくをもつ
mes_another_name_023	ゆうしょうしゃの
mes_another_name_024	こんなんをのりこえた
mes_another_name_025	１００にんぬきの
mes_another_name_026	せかいをせいした
mes_another_name_027	ポケモンずきの
mes_another_name_028	きねんびをすごした
mes_another_name_029	イベントにさんかした
mes_another_name_030	いつもいっしょの
mes_another_name_031	プレミアムなひの
mes_another_name_032	さいこうのおもいでの
mes_another_name_033	ゆめかなえし
mes_another_name_034	バトルチャンピオン
mes_another_name_035	エリアチャンピオン
mes_another_name_036	ナショナルチャンピオン
mes_another_name_037	ワールドチャンピオン
mes_another_name_038	きらめくおもいでの
mes_another_name_039	あついおもいでの
mes_another_name_040	ホウエンチャンピオン
mes_another_name_041	でんせつてきスターの
mes_another_name_042	かつてスターの
mes_another_name_043	とうじきれいだった
mes_another_name_044	かつてアイドルの
mes_another_name_045	てんさいとよばれた
mes_another_name_046	むかしはムキムキの
mes_another_name_047	アローラチャンピオン
mes_another_name_048	ロイヤルマスター
mes_another_name_049	ツリーウィナー
mes_another_name_050	ツリーマスター
mes_another_name_051	ガラルチャンピオン
mes_another_name_052	タワーマスター
mes_another_name_053	ランクマスター
mes_another_name_054	はらペコの
mes_another_name_055	おねむな
mes_another_name_056	そろそろねむい
mes_another_name_057	はやくにめざめた
mes_another_name_058	くもをみつめる
mes_another_name_059	あめにむせぶ
mes_another_name_060	かみなりにさわぐ
mes_another_name_061	ゆきにころがる
mes_another_name_062	こごえふるえる
mes_another_name_063	のどカラカラの
mes_another_name_064	すなにまみれる
mes_another_name_065	きりにとまどう
mes_another_name_066	うんめいかんじる
mes_another_name_067	つりたてピチピチの
mes_another_name_068	カレーずきな
mes_another_name_069	ひとになれてる
mes_another_name_070	ひとをしらない
mes_another_name_071	あばれんぼうの
mes_another_name_072	なにもかんがえてない
mes_another_name_075	ドキドキしてる
mes_another_name_076	ワクワクしてる
mes_another_name_077	オーラをかんじる
mes_another_name_078	クールな
mes_another_name_079	アグレッシブな
mes_another_name_080	ボーっとしてる
mes_another_name_081	しあわせそうな
mes_another_name_082	プンプンおこる
mes_another_name_083	ニコニコわらう
mes_another_name_084	メソメソなく
mes_another_name_085	ごきげんな
mes_another_name_086	ふきげんな
mes_another_name_087	ちてきな
mes_another_name_088	あれくるう
mes_another_name_089	スキをねらう
mes_another_name_090	いかつい
mes_another_name_091	やさしげな
mes_another_name_092	あわてんぼうの
mes_another_name_093	やるきまんまんの
mes_another_name_094	やるきゼロの
mes_another_name_095	ふんぞりかえった
mes_another_name_096	じしんのない
mes_another_name_097	そぼくな
mes_another_name_098	きどっている
mes_another_name_099	げんきいっぱいの
mes_another_name_100	どこかくたびれた

~~~~~~~~~~~~~~~
Text File : seikaku_jpn.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	がんばりや
SEIKAKU_001	さみしがり
SEIKAKU_002	ゆうかん
SEIKAKU_003	いじっぱり
SEIKAKU_004	やんちゃ
SEIKAKU_005	ずぶとい
SEIKAKU_006	すなお
SEIKAKU_007	のんき
SEIKAKU_008	わんぱく
SEIKAKU_009	のうてんき
SEIKAKU_010	おくびょう
SEIKAKU_011	せっかち
SEIKAKU_012	まじめ
SEIKAKU_013	ようき
SEIKAKU_014	むじゃき
SEIKAKU_015	ひかえめ
SEIKAKU_016	おっとり
SEIKAKU_017	れいせい
SEIKAKU_018	てれや
SEIKAKU_019	うっかりや
SEIKAKU_020	おだやか
SEIKAKU_021	おとなしい
SEIKAKU_022	なまいき
SEIKAKU_023	しんちょう
SEIKAKU_024	きまぐれ

~~~~~~~~~~~~~~~
Text File : sp_achstep_jpn.msbt
~~~~~~~~~~~~~~~
sp_achstep_box_000101	いろちがいのポケモンを　１ぴき　あずける
sp_achstep_box_000102	いろちがいのポケモンを　５ひき　あずける
sp_achstep_box_000103	いろちがいのポケモンを　１０ぴき　あずける
sp_achstep_box_000201	モンスターボールに　はいっている ポケモンを　５ひき　あずける
sp_achstep_box_000202	モンスターボールに　はいっている ポケモンを　１５ひき　あずける
sp_achstep_box_000203	モンスターボールに　はいっている ポケモンを　３０ぴき　あずける
