~~~~~~~~~~~~~~~
Text File : itemname_esp.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Ningún objeto
MAPNAME_KANTO	Kanto
MAPNAME_ZYOTO	Johto
MAPNAME_HOUEN	Hoenn
MAPNAME_SINOH	Sinnoh
MAPNAME_TOOKUHANARETATOTI	Tierra lejana
MAPNAME_IISHU	Teselia
MAPNAME_KAROSU	Kalos
MAPNAME_HOLOHOLO	Pokémon GO
MAPNAME_VCKANTOH	Kanto
MAPNAME_AROORA	Alola
MAPNAME_VCZYOTO	Johto
MAPNAME_LETSGO	Kanto
MAPNAME_GARARU	Galar
MAPNAME_HOME	Pokémon HOME

~~~~~~~~~~~~~~~
Text File : ribbon_esp.msbt
~~~~~~~~~~~~~~~
mes_ribbon_name_001	Cinta Campeón de Kalos
mes_ribbon_name_002	Cinta de Campeón
mes_ribbon_name_003	Cinta Campeón de Sinnoh
mes_ribbon_name_004	Cinta Amistad
mes_ribbon_name_005	Cinta Ejercicio
mes_ribbon_name_006	Cinta Figura del Combate
mes_ribbon_name_007	Cinta As del Combate
mes_ribbon_name_008	Cinta Esfuerzo
mes_ribbon_name_009	Cinta Alerta
mes_ribbon_name_010	Cinta Impacto
mes_ribbon_name_011	Cinta Abatimiento
mes_ribbon_name_012	Cinta Descuido
mes_ribbon_name_013	Cinta Relax
mes_ribbon_name_014	Cinta Cabezada
mes_ribbon_name_015	Cinta Sonrisa
mes_ribbon_name_016	Cinta Maravilla
mes_ribbon_name_017	Cinta Realeza
mes_ribbon_name_018	Cinta Realeza Maravilla
mes_ribbon_name_019	Cinta Artista
mes_ribbon_name_020	Cinta Huella
mes_ribbon_name_021	Cinta Récord
mes_ribbon_name_022	Cinta Leyenda
mes_ribbon_name_023	Cinta Campo
mes_ribbon_name_024	Cinta Nacional
mes_ribbon_name_025	Cinta Planeta
mes_ribbon_name_026	Cinta Mundo
mes_ribbon_name_027	Cinta Clásica
mes_ribbon_name_028	Cinta Principal
mes_ribbon_name_029	Cinta Evento
mes_ribbon_name_030	Cinta Cumpleaños
mes_ribbon_name_031	Cinta Especial
mes_ribbon_name_032	Cinta Recuerdo
mes_ribbon_name_033	Cinta Deseo
mes_ribbon_name_034	Cinta Campeón de Torneo
mes_ribbon_name_035	Cinta Campeón de Área
mes_ribbon_name_036	Cinta Campeón Nacional
mes_ribbon_name_037	Cinta Campeón Mundial
mes_ribbon_name_038	Cinta Recuerdo de Concurso
mes_ribbon_name_039	Cinta Recuerdo de Combate
mes_ribbon_name_040	Cinta Campeón de Hoenn
mes_ribbon_name_041	Cinta Estelar de Concursos
mes_ribbon_name_042	Cinta Estrella del Carisma
mes_ribbon_name_043	Cinta Estrella de la Belleza
mes_ribbon_name_044	Cinta Estrella de la Dulzura
mes_ribbon_name_045	Cinta Estrella del Ingenio
mes_ribbon_name_046	Cinta Estrella de la Dureza
mes_ribbon_name_047	Cinta de Campeón de Alola
mes_ribbon_name_048	Cinta Maestro Battle Royale
mes_ribbon_name_049	Cinta As del Árbol
mes_ribbon_name_050	Cinta Maestro del Árbol
mes_ribbon_info_001	Cinta obtenida por vencer a la Campeona de Kalos y entrar en el Hall de la Fama.
mes_ribbon_info_002	Cinta obtenida por superar la Liga Pokémon de otra región y entrar en su Hall de la Fama.
mes_ribbon_info_003	Cinta obtenida por vencer a la Campeona de Sinnoh y entrar en el Hall de la Fama.
mes_ribbon_info_004	Cinta que se concede a un Pokémon con el que compartes un profundo lazo de amistad.
mes_ribbon_info_005	Cinta que se concede a un Pokémon que haya superado pruebas y entrenamientos muy duros.
mes_ribbon_info_006	Cinta que se concede a un Pokémon que haya obtenido la victoria en combates complicados.
mes_ribbon_info_007	Cinta que se concede a un Pokémon valiente que ha dominado con maestría el arte de combatir.
mes_ribbon_info_008	Cinta obtenida por esforzarse al máximo.
mes_ribbon_info_009	Cinta que revigoriza tu energía vital al recordarte un suceso estimulante.
mes_ribbon_info_010	Cinta que provoca entusiasmo al recordarte un suceso emocionante.
mes_ribbon_info_011	Cinta que te anima al recordar tiempos pasados que fueron peores.
mes_ribbon_info_012	Cinta que te hace pensar en la esencia de la vida al recordarte errores pasados.
mes_ribbon_info_013	Cinta que le añade chispa a tu vida al recordarte una experiencia estimulante.
mes_ribbon_info_014	Cinta que te da tranquilidad al recordarte lo bueno de un sueño reconfortante.
mes_ribbon_info_015	Cinta que enriquece tu vida al recordarte lo importante que es sonreír.
mes_ribbon_info_016	Cinta extremadamente bonita y extravagante.
mes_ribbon_info_017	Cinta increíblemente majestuosa y con aire aristocrático.
mes_ribbon_info_018	Cinta más preciosa y majestuosa que cualquier otra cosa en el mundo.
mes_ribbon_info_019	Cinta obtenida al haberte convertido en supermodelo en Hoenn.
mes_ribbon_info_020	Cinta concedida a un Pokémon que deja huellas de primera.
mes_ribbon_info_021	Cinta obtenida por establecer un récord increíble.
mes_ribbon_info_022	Cinta obtenida por establecer un récord legendario.
mes_ribbon_info_023	Cinta obtenida por vencer en la Liga Pokémon.
mes_ribbon_info_024	Cinta obtenida por superar todos los desafíos difíciles.
mes_ribbon_info_025	Cinta obtenida por lograr 100 victorias consecutivas.
mes_ribbon_info_026	Cinta obtenida por vencer en la Liga Pokémon.
mes_ribbon_info_027	Cinta que demuestra que te encantan los Pokémon.
mes_ribbon_info_028	Cinta de vacaciones especiales.
mes_ribbon_info_029	Cinta obtenida por participar en un evento Pokémon.
mes_ribbon_info_030	Cinta conmemorativa de un cumpleaños.
mes_ribbon_info_031	Cinta para conmemorar un día muy especial.
mes_ribbon_info_032	Cinta para mantener vivo un recuerdo muy especial.
mes_ribbon_info_033	Cinta que supuestamente hace que se cumplan los deseos.
mes_ribbon_info_034	Cinta obtenida por vencer en un torneo.
mes_ribbon_info_035	Cinta de campeón de área del Pokémon World Championships.
mes_ribbon_info_036	Cinta de campeón nacional del Pokémon World Championships.
mes_ribbon_info_037	Cinta de campeón del Pokémon World Championships.
mes_ribbon_info_038	Cinta de recuerdo obtenida tras conseguir cintas en algún concurso anterior.
mes_ribbon_info_039	Cinta de recuerdo obtenida tras conseguir cintas en algún lugar por tus combates anteriores.
mes_ribbon_info_040	Cinta obtenida por vencer al Campeón de Hoenn y entrar en el Hall de la Fama.
mes_ribbon_info_041	Cinta que se concede a un Pokémon por realizar una gran actuación en todos los concursos.
mes_ribbon_info_042	Cinta que se concede a un Pokémon por exhibir su carisma en un concurso.
mes_ribbon_info_043	Cinta que se concede a un Pokémon por exhibir su belleza en un concurso.
mes_ribbon_info_044	Cinta que se concede a un Pokémon por exhibir su dulzura en un concurso.
mes_ribbon_info_045	Cinta que se concede a un Pokémon por exhibir su ingenio en un concurso.
mes_ribbon_info_046	Cinta que se concede a un Pokémon por exhibir su dureza en un concurso.
mes_ribbon_info_047	Cinta que se recibe al formar parte del equipo campeón de Alola y entrar en el Hall de la Fama.
mes_ribbon_info_048	Cinta que se concede a un Pokémon por resultar vencedor en un Battle Royale.
mes_ribbon_info_049	Cinta que se concede en el Árbol de Combate al vencer a los Campeones Legendarios.
mes_ribbon_info_050	Cinta que se concede en el Árbol de Combate al vencer a los Campeones Legendarios en los Supercombates.
mes_ribbon_info_051	Cinta que se recibe al formar parte del equipo campeón de Galar y entrar en el Hall de la Fama.
mes_ribbon_info_052	Cinta que se concede al vencer al Maestro de la Torre Batalla.
mes_ribbon_info_053	Cinta que se concede al vencer a un Entrenador de Nivel Maestro en un Combate Clasificatorio.
mes_ribbon_info_054	Emblema que distingue a un Pokémon hambriento.
mes_ribbon_info_055	Emblema que distingue a un Pokémon adormilado.
mes_ribbon_info_056	Emblema que distingue a un Pokémon somnoliento.
mes_ribbon_info_057	Emblema que distingue a un Pokémon madrugador.
mes_ribbon_info_058	Emblema que distingue a un Pokémon obnubilado.
mes_ribbon_info_059	Emblema que distingue a un Pokémon empapado.
mes_ribbon_info_060	Emblema que distingue a un Pokémon atronador.
mes_ribbon_info_061	Emblema que distingue a un Pokémon níveo.
mes_ribbon_info_062	Emblema que distingue a un Pokémon aterido.
mes_ribbon_info_063	Emblema que distingue a un Pokémon sediento.
mes_ribbon_info_064	Emblema que distingue a un Pokémon arenoso.
mes_ribbon_info_065	Emblema que distingue a un Pokémon errante de la niebla.
mes_ribbon_info_066	Emblema que distingue a un Pokémon predestinado.
mes_ribbon_info_067	Emblema que distingue a un Pokémon recién pescado.
mes_ribbon_info_068	Emblema que distingue a un Pokémon entusiasta del curri.
mes_ribbon_info_069	Emblema que distingue a un Pokémon sociable.
mes_ribbon_info_070	Emblema que distingue a un Pokémon ermitaño.
mes_ribbon_info_071	Emblema que distingue a un Pokémon travieso.
mes_ribbon_info_072	Emblema que distingue a un Pokémon despreocupado.
mes_ribbon_info_075	Emblema que distingue a un Pokémon nervioso.
mes_ribbon_info_076	Emblema que distingue a un Pokémon ilusionado.
mes_ribbon_info_077	Emblema que distingue a un Pokémon carismático.
mes_ribbon_info_078	Emblema que distingue a un Pokémon sereno.
mes_ribbon_info_079	Emblema que distingue a un Pokémon apasionado.
mes_ribbon_info_080	Emblema que distingue a un Pokémon distraído.
mes_ribbon_info_081	Emblema que distingue a un Pokémon feliz.
mes_ribbon_info_082	Emblema que distingue a un Pokémon colérico.
mes_ribbon_info_083	Emblema que distingue a un Pokémon sonriente.
mes_ribbon_info_084	Emblema que distingue a un Pokémon llorón.
mes_ribbon_info_085	Emblema que distingue a un Pokémon bienhumorado.
mes_ribbon_info_086	Emblema que distingue a un Pokémon malhumorado.
mes_ribbon_info_087	Emblema que distingue a un Pokémon intelectual.
mes_ribbon_info_088	Emblema que distingue a un Pokémon impulsivo.
mes_ribbon_info_089	Emblema que distingue a un Pokémon astuto.
mes_ribbon_info_090	Emblema que distingue a un Pokémon amenazante.
mes_ribbon_info_091	Emblema que distingue a un Pokémon amable.
mes_ribbon_info_092	Emblema que distingue a un Pokémon aturullado.
mes_ribbon_info_093	Emblema que distingue a un Pokémon motivado.
mes_ribbon_info_094	Emblema que distingue a un Pokémon desidioso.
mes_ribbon_info_095	Emblema que distingue a un Pokémon confiado.
mes_ribbon_info_096	Emblema que distingue a un Pokémon inseguro.
mes_ribbon_info_097	Emblema que distingue a un Pokémon humilde.
mes_ribbon_info_098	Emblema que distingue a un Pokémon pretencioso.
mes_ribbon_info_099	Emblema que distingue a un Pokémon vigoroso.
mes_ribbon_info_100	Emblema que distingue a un Pokémon extenuado.
mes_ribbon_name_051	Cinta de Campeón de Galar
mes_ribbon_name_052	Cinta Maestro de la Torre
mes_ribbon_name_053	Cinta de Rango Maestro
mes_ribbon_name_054	Emblema Almuerzo
mes_ribbon_name_055	Emblema Noche
mes_ribbon_name_056	Emblema Ocaso
mes_ribbon_name_057	Emblema Alba
mes_ribbon_name_058	Emblema Nube
mes_ribbon_name_059	Emblema Lluvia
mes_ribbon_name_060	Emblema Tormenta
mes_ribbon_name_061	Emblema Nieve
mes_ribbon_name_062	Emblema Nevasca
mes_ribbon_name_063	Emblema Sequedad
mes_ribbon_name_064	Emblema Polvareda
mes_ribbon_name_065	Emblema Niebla
mes_ribbon_name_066	Emblema Destino
mes_ribbon_name_067	Emblema Pesca
mes_ribbon_name_068	Emblema Curri
mes_ribbon_name_069	Emblema Familiaridad
mes_ribbon_name_070	Emblema Rareza
mes_ribbon_name_071	Emblema Travesura
mes_ribbon_name_072	Emblema Despreocupación
mes_ribbon_name_075	Emblema Nerviosismo
mes_ribbon_name_076	Emblema Ilusión
mes_ribbon_name_077	Emblema Carisma
mes_ribbon_name_078	Emblema Compostura
mes_ribbon_name_079	Emblema Pasión
mes_ribbon_name_080	Emblema Distracción
mes_ribbon_name_081	Emblema Felicidad
mes_ribbon_name_082	Emblema Cólera
mes_ribbon_name_083	Emblema Sonrisa
mes_ribbon_name_084	Emblema Llanto
mes_ribbon_name_085	Emblema Buen Humor
mes_ribbon_name_086	Emblema Mal Humor
mes_ribbon_name_087	Emblema Intelecto
mes_ribbon_name_088	Emblema Impulsividad
mes_ribbon_name_089	Emblema Astucia
mes_ribbon_name_090	Emblema Intimidación
mes_ribbon_name_091	Emblema Amabilidad
mes_ribbon_name_092	Emblema Desconcierto
mes_ribbon_name_093	Emblema Motivación
mes_ribbon_name_094	Emblema Desgana
mes_ribbon_name_095	Emblema Confianza
mes_ribbon_name_096	Emblema Inseguridad
mes_ribbon_name_097	Emblema Sencillez
mes_ribbon_name_098	Emblema Altanería
mes_ribbon_name_099	Emblema Vigor
mes_ribbon_name_100	Emblema Extenuación
mes_another_name_001	Campeón de Kalos
mes_another_name_002	Campeón
mes_another_name_003	Campeón de Sinnoh
mes_another_name_004	Colega
mes_another_name_005	Entrenado
mes_another_name_006	Figura
mes_another_name_007	As
mes_another_name_008	Afanado
mes_another_name_009	Atento
mes_another_name_010	Conmocionado
mes_another_name_011	Abatido
mes_another_name_012	Descuidado
mes_another_name_013	Relajado
mes_another_name_014	Reposado
mes_another_name_015	Risueño
mes_another_name_016	Maravilloso
mes_another_name_017	Regio
mes_another_name_018	Realmente Maravilloso
mes_another_name_019	Modelo
mes_another_name_020	Caminante
mes_another_name_021	Plusmarquista
mes_another_name_022	Leyenda Viva
mes_another_name_023	Victorioso
mes_another_name_024	Triunfador
mes_another_name_025	Centenario
mes_another_name_026	Rey del Mundo
mes_another_name_027	Pokéfan
mes_another_name_028	Festejador
mes_another_name_029	Competitivo
mes_another_name_030	Inseparable
mes_another_name_031	Inimitable
mes_another_name_032	Memorable
mes_another_name_033	Cumplidor
mes_another_name_034	Campeón de Torneos
mes_another_name_035	Campeón de Área
mes_another_name_036	Campeón Nacional
mes_another_name_037	Campeón Mundial
mes_another_name_038	Concursante Memorable
mes_another_name_039	Combatiente Memorable
mes_another_name_040	Campeón de Hoenn
mes_another_name_041	Superestrella
mes_another_name_042	Vieja Gloria
mes_another_name_043	Belleza Atemporal
mes_another_name_044	Adorable
mes_another_name_045	Ingenioso
mes_another_name_046	Cachas
mes_another_name_047	Campeón de Alola
mes_another_name_048	Maestro del Battle Royale
mes_another_name_049	As del Árbol
mes_another_name_050	Maestro del Árbol
mes_another_name_051	Campeón de Galar
mes_another_name_052	Maestro de la Torre
mes_another_name_053	Maestro de la Clasificación
mes_another_name_054	Hambriento
mes_another_name_055	Adormilado
mes_another_name_056	Somnoliento
mes_another_name_057	Madrugador
mes_another_name_058	Obnubilado
mes_another_name_059	Empapado
mes_another_name_060	Atronador
mes_another_name_061	Níveo
mes_another_name_062	Aterido
mes_another_name_063	Sediento
mes_another_name_064	Arenoso
mes_another_name_065	Errante de la Niebla
mes_another_name_066	Predestinado
mes_another_name_067	Recién Pescado
mes_another_name_068	Entusiasta del Curri
mes_another_name_069	Sociable
mes_another_name_070	Ermitaño
mes_another_name_071	Travieso
mes_another_name_072	Despreocupado
mes_another_name_075	Nervioso
mes_another_name_076	Ilusionado
mes_another_name_077	Carismático
mes_another_name_078	Sereno
mes_another_name_079	Apasionado
mes_another_name_080	Distraído
mes_another_name_081	Feliz
mes_another_name_082	Colérico
mes_another_name_083	Sonriente
mes_another_name_084	Llorón
mes_another_name_085	Bienhumorado
mes_another_name_086	Malhumorado
mes_another_name_087	Intelectual
mes_another_name_088	Impulsivo
mes_another_name_089	Astuto
mes_another_name_090	Amenazante
mes_another_name_091	Amable
mes_another_name_092	Aturullado
mes_another_name_093	Motivado
mes_another_name_094	Desidioso
mes_another_name_095	Confiado
mes_another_name_096	Inseguro
mes_another_name_097	Humilde
mes_another_name_098	Pretencioso
mes_another_name_099	Vigoroso
mes_another_name_100	Extenuado

~~~~~~~~~~~~~~~
Text File : seikaku_esp.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	Fuerte
SEIKAKU_001	Huraña
SEIKAKU_002	Audaz
SEIKAKU_003	Firme
SEIKAKU_004	Pícara
SEIKAKU_005	Osada
SEIKAKU_006	Dócil
SEIKAKU_007	Plácida
SEIKAKU_008	Agitada
SEIKAKU_009	Floja
SEIKAKU_010	Miedosa
SEIKAKU_011	Activa
SEIKAKU_012	Seria
SEIKAKU_013	Alegre
SEIKAKU_014	Ingenua
SEIKAKU_015	Modesta
SEIKAKU_016	Afable
SEIKAKU_017	Mansa
SEIKAKU_018	Tímida
SEIKAKU_019	Alocada
SEIKAKU_020	Serena
SEIKAKU_021	Amable
SEIKAKU_022	Grosera
SEIKAKU_023	Cauta
SEIKAKU_024	Rara

~~~~~~~~~~~~~~~
Text File : sp_achstep_esp.msbt
~~~~~~~~~~~~~~~
sp_achstep_box_000101	Deposita 1 Pokémon variocolor.
sp_achstep_box_000102	Deposita 5 Pokémon variocolor.
sp_achstep_box_000103	Deposita 10 Pokémon variocolor.
sp_achstep_box_000201	Deposita 5 Pokémon metidos en Poké Balls.
sp_achstep_box_000202	Deposita 15 Pokémon metidos en Poké Balls.
sp_achstep_box_000203	Deposita 30 Pokémon metidos en Poké Balls.
sp_achstep_box_000301	Deposita 5 Pokémon metidos en Super Balls.
sp_achstep_box_000302	Deposita 15 Pokémon metidos en Super Balls.
sp_achstep_box_000303	Deposita 30 Pokémon metidos en Super Balls.
sp_achstep_box_000401	Deposita 5 Pokémon metidos en Malla Balls.
sp_achstep_box_000402	Deposita 15 Pokémon metidos en Malla Balls.
sp_achstep_box_000403	Deposita 30 Pokémon metidos en Malla Balls.
sp_achstep_box_000501	Deposita 5 Pokémon metidos en Acopio Balls.
sp_achstep_box_000502	Deposita 15 Pokémon metidos en Acopio Balls.
sp_achstep_box_000503	Deposita 30 Pokémon metidos en Acopio Balls.
sp_achstep_box_000601	Deposita 5 Pokémon metidos en Turno Balls.
sp_achstep_box_000602	Deposita 15 Pokémon metidos en Turno Balls.
sp_achstep_box_000603	Deposita 30 Pokémon metidos en Turno Balls.
sp_achstep_box_000701	Deposita 5 Pokémon metidos en Ultra Balls.
sp_achstep_box_000702	Deposita 15 Pokémon metidos en Ultra Balls.
sp_achstep_box_000703	Deposita 30 Pokémon metidos en Ultra Balls.
sp_achstep_box_000801	Deposita 5 Pokémon metidos en Nido Balls.
sp_achstep_box_000802	Deposita 15 Pokémon metidos en Nido Balls.
sp_achstep_box_000803	Deposita 30 Pokémon metidos en Nido Balls.
sp_achstep_box_000901	Deposita 5 Pokémon metidos en Lujo Balls.
sp_achstep_box_000902	Deposita 15 Pokémon metidos en Lujo Balls.
sp_achstep_box_000903	Deposita 30 Pokémon metidos en Lujo Balls.
sp_achstep_box_001001	Deposita 5 Pokémon metidos en Sana Balls.
sp_achstep_box_001002	Deposita 15 Pokémon metidos en Sana Balls.
sp_achstep_box_001003	Deposita 30 Pokémon metidos en Sana Balls.
sp_achstep_box_001101	Deposita 5 Pokémon metidos en Buceo Balls.
sp_achstep_box_001102	Deposita 15 Pokémon metidos en Buceo Balls.
sp_achstep_box_001103	Deposita 30 Pokémon metidos en Buceo Balls.
sp_achstep_box_001201	Deposita 5 Pokémon metidos en Veloz Balls.
sp_achstep_box_001202	Deposita 15 Pokémon metidos en Veloz Balls.
sp_achstep_box_001203	Deposita 30 Pokémon metidos en Veloz Balls.
sp_achstep_box_001301	Deposita 5 Pokémon metidos en Ocaso Balls.
sp_achstep_box_001302	Deposita 15 Pokémon metidos en Ocaso Balls.
sp_achstep_box_001303	Deposita 30 Pokémon metidos en Ocaso Balls.
sp_achstep_box_001401	Deposita 1 Pokémon metido en una Master Ball.
sp_achstep_box_001402	Deposita 5 Pokémon metidos en Master Balls.
sp_achstep_box_001403	Deposita 10 Pokémon metidos en Master Balls.
sp_achstep_box_001501	Deposita 5 Pokémon metidos en Honor Balls.
sp_achstep_box_001502	Deposita 15 Pokémon metidos en Honor Balls.
sp_achstep_box_001503	Deposita 30 Pokémon metidos en Honor Balls.
sp_achstep_box_001601	Deposita 1 Pokémon metido en una Gloria Ball.
sp_achstep_box_001602	Deposita 5 Pokémon metidos en Gloria Balls.
sp_achstep_box_001603	Deposita 10 Pokémon metidos en Gloria Balls.
sp_achstep_box_001701	Deposita 5 Pokémon metidos en Ente Balls.
sp_achstep_box_001702	Deposita 15 Pokémon metidos en Ente Balls.
sp_achstep_box_001703	Deposita 30 Pokémon metidos en Ente Balls.
sp_achstep_box_001801	Deposita 5 Pokémon metidos en Ensueño Balls.
sp_achstep_box_001802	Deposita 15 Pokémon metidos en Ensueño Balls.
sp_achstep_box_001803	Deposita 30 Pokémon metidos en Ensueño Balls.
sp_achstep_box_001901	Deposita 5 Pokémon metidos en Safari Balls.
sp_achstep_box_001902	Deposita 15 Pokémon metidos en Safari Balls.
sp_achstep_box_001903	Deposita 30 Pokémon metidos en Safari Balls.
sp_achstep_box_002001	Deposita 5 Pokémon metidos en Competi Balls.
sp_achstep_box_002002	Deposita 15 Pokémon metidos en Competi Balls.
sp_achstep_box_002003	Deposita 30 Pokémon metidos en Competi Balls.
sp_achstep_box_002101	Deposita 5 Pokémon metidos en Rapid Balls.
sp_achstep_box_002102	Deposita 15 Pokémon metidos en Rapid Balls.
sp_achstep_box_002103	Deposita 30 Pokémon metidos en Rapid Balls.
sp_achstep_box_002201	Deposita 5 Pokémon metidos en Amigo Balls.
sp_achstep_box_002202	Deposita 15 Pokémon metidos en Amigo Balls.
sp_achstep_box_002203	Deposita 30 Pokémon metidos en Amigo Balls.
sp_achstep_box_002301	Deposita 5 Pokémon metidos en Peso Balls.
sp_achstep_box_002302	Deposita 15 Pokémon metidos en Peso Balls.
sp_achstep_box_002303	Deposita 30 Pokémon metidos en Peso Balls.
sp_achstep_box_002401	Deposita 5 Pokémon metidos en Luna Balls.
sp_achstep_box_002402	Deposita 15 Pokémon metidos en Luna Balls.
sp_achstep_box_002403	Deposita 30 Pokémon metidos en Luna Balls.
sp_achstep_box_002501	Deposita 5 Pokémon metidos en Amor Balls.
sp_achstep_box_002502	Deposita 15 Pokémon metidos en Amor Balls.
sp_achstep_box_002503	Deposita 30 Pokémon metidos en Amor Balls.
sp_achstep_box_002601	Deposita 5 Pokémon metidos en Cebo Balls.
sp_achstep_box_002602	Deposita 15 Pokémon metidos en Cebo Balls.
sp_achstep_box_002603	Deposita 30 Pokémon metidos en Cebo Balls.
sp_achstep_box_002701	Deposita 5 Pokémon metidos en Nivel Balls.
sp_achstep_box_002702	Deposita 15 Pokémon metidos en Nivel Balls.
sp_achstep_box_002703	Deposita 30 Pokémon metidos en Nivel Balls.
sp_achstep_box_002801	Deposita 30 Pokémon.
sp_achstep_box_002802	Deposita 100 Pokémon.
sp_achstep_box_002803	Deposita 300 Pokémon.
sp_achstep_box_s_0001	Trae a Treecko, Torchic y Mudkip desde Hoenn.
sp_achstep_box_s_0002	Trae a Treecko, Grovyle y Sceptile desde Hoenn.
sp_achstep_box_s_0003	Trae a Torchic, Combusken y Blaziken desde Hoenn.
sp_achstep_box_s_0004	Trae a Mudkip, Marshtomp y Swampert desde Hoenn.
sp_achstep_box_s_0005	Trae a Solgaleo, Lunala y Necrozma desde Alola.
sp_achstep_box_s_0006	Trae a Groudon y Kyogre desde Hoenn.
sp_achstep_box_s_0007	Trae a Cosmog, Cosmoem, Solgaleo y Lunala desde Alola.
sp_achstep_box_s_0008	Trae a Turtwig, Chimchar y Piplup desde Sinnoh.
sp_achstep_box_s_0009	Trae a Dialga, Palkia y Giratina desde Sinnoh.
sp_achstep_box_s_0010	Deposita 10 Pokémon de naturaleza huraña.
sp_achstep_box_s_0011	Deposita 10 Pokémon de naturaleza firme.
sp_achstep_box_s_0012	Deposita 10 Pokémon de naturaleza pícara.
sp_achstep_box_s_0013	Deposita 10 Pokémon de naturaleza audaz.
sp_achstep_box_s_0014	Deposita 10 Pokémon de naturaleza osada.
sp_achstep_box_s_0015	Deposita 10 Pokémon de naturaleza agitada.
sp_achstep_box_s_0016	Deposita 10 Pokémon de naturaleza floja.
sp_achstep_box_s_0017	Deposita 10 Pokémon de naturaleza plácida.
sp_achstep_box_s_0018	Deposita 10 Pokémon de naturaleza modesta.
sp_achstep_box_s_0019	Deposita 10 Pokémon de naturaleza afable.
sp_achstep_box_s_0020	Deposita 10 Pokémon de naturaleza alocada.
sp_achstep_box_s_0021	Deposita 10 Pokémon de naturaleza mansa.
sp_achstep_box_s_0022	Deposita 10 Pokémon de naturaleza serena.
sp_achstep_box_s_0023	Deposita 10 Pokémon de naturaleza amable.
sp_achstep_box_s_0024	Deposita 10 Pokémon de naturaleza cauta.
sp_achstep_box_s_0025	Deposita 10 Pokémon de naturaleza grosera.
sp_achstep_box_s_0026	Deposita 10 Pokémon de naturaleza miedosa.
sp_achstep_box_s_0027	Deposita 10 Pokémon de naturaleza activa.
sp_achstep_box_s_0028	Deposita 10 Pokémon de naturaleza alegre.
sp_achstep_box_s_0029	Deposita 10 Pokémon de naturaleza ingenua.
sp_achstep_box_s_0030	Deposita 10 Pokémon de naturaleza tímida.
sp_achstep_box_s_0031	Deposita 10 Pokémon de naturaleza fuerte.
sp_achstep_box_s_0032	Deposita 10 Pokémon de naturaleza dócil.
sp_achstep_box_s_0033	Deposita 10 Pokémon de naturaleza rara.
sp_achstep_box_s_0034	Deposita 10 Pokémon de naturaleza seria.
sp_achstep_box_s_0035	Deposita 30 Pikachu.
sp_achstep_box_s_0036	Deposita 30 Ditto.
sp_achstep_box_s_0037	Trae a Pikachu desde Kanto.
sp_achstep_box_s_0038	Trae a Eevee desde Kanto.
sp_achstep_box_s_0039	Trae a Charizard desde la nostálgica región de Kanto.
sp_achstep_box_s_0040	Trae a Venusaur desde la nostálgica región de Kanto.
sp_achstep_box_s_0041	Trae a Blastoise desde la nostálgica región de Kanto.
sp_achstep_box_s_0042	Trae a Pikachu desde la nostálgica región de Kanto.
sp_achstep_box_s_0043	Trae a Ho-Oh desde la nostálgica región de Johto.
sp_achstep_box_s_0044	Trae a Lugia desde la nostálgica región de Johto.
sp_achstep_box_s_0045	Trae a Suicune desde la nostálgica región de Johto.
sp_achstep_box_s_0046	Trae a Charizard desde Kanto.
sp_achstep_box_s_0047	Trae a Venusaur desde Kanto.
sp_achstep_box_s_0048	Trae a Ho-Oh desde Johto.
sp_achstep_box_s_0049	Trae a Lugia desde Johto.
sp_achstep_box_s_0050	Trae a Groudon desde la nostálgica región de Hoenn.
sp_achstep_box_s_0051	Trae a Kyogre desde la nostálgica región de Hoenn.
sp_achstep_box_s_0052	Trae a Rayquaza desde la nostálgica región de Hoenn.
sp_achstep_box_s_0053	Trae a Dialga desde Sinnoh.
sp_achstep_box_s_0054	Trae a Palkia desde Sinnoh.
sp_achstep_box_s_0055	Trae a Giratina desde Sinnoh.
sp_achstep_box_s_0056	Trae a Reshiram desde Teselia.
